Time[s] MLII[mV] MLII_Filtered[mV] V5[mV] V5_Filterred[mV]
257.2 -0.22 -0.218578 -0.265 -0.252635
257.203 -0.235 -0.224921 -0.255 -0.255502
257.206 -0.245 -0.231138 -0.25 -0.25703
257.208 -0.235 -0.23482 -0.255 -0.25841
257.211 -0.23 -0.237802 -0.255 -0.26075
257.214 -0.235 -0.2412 -0.265 -0.265039
257.217 -0.24 -0.244474 -0.275 -0.26795
257.219 -0.245 -0.247319 -0.28 -0.270492
257.222 -0.25 -0.248192 -0.275 -0.271572
257.225 -0.255 -0.248329 -0.265 -0.271667
257.228 -0.245 -0.248066 -0.275 -0.272321
257.231 -0.245 -0.248964 -0.27 -0.275562
257.233 -0.25 -0.250644 -0.285 -0.276028
257.236 -0.265 -0.252128 -0.29 -0.27637
257.239 -0.26 -0.252265 -0.275 -0.275461
257.242 -0.25 -0.250291 -0.255 -0.27407
257.244 -0.24 -0.248032 -0.275 -0.273055
257.247 -0.24 -0.245682 -0.275 -0.274653
257.25 -0.25 -0.244796 -0.29 -0.278272
257.253 -0.265 -0.246242 -0.3 -0.28493
257.256 -0.265 -0.249271 -0.29 -0.295995
257.258 -0.25 -0.25263 -0.275 -0.314331
257.261 -0.245 -0.261023 -0.305 -0.33585
257.264 -0.255 -0.278836 -0.305 -0.357725
257.267 -0.265 -0.305659 -0.335 -0.375721
257.269 -0.295 -0.336839 -0.36 -0.385881
257.272 -0.32 -0.368581 -0.395 -0.387115
257.275 -0.355 -0.397437 -0.41 -0.380925
257.278 -0.38 -0.424191 -0.435 -0.366095
257.281 -0.4 -0.441335 -0.435 -0.339501
257.283 -0.44 -0.439872 -0.39 -0.296893
257.286 -0.495 -0.412226 -0.285 -0.233143
257.289 -0.495 -0.353764 -0.17 -0.144662
257.292 -0.41 -0.262336 -0.07 -0.0438689
257.294 -0.29 -0.138741 0.01 0.0539229
257.297 -0.155 0.0085796 0.08 0.131736
257.3 0 0.164967 0.17 0.185582
257.303 0.18 0.312952 0.265 0.216718
257.306 0.45 0.436942 0.385 0.22619
257.308 0.695 0.527107 0.46 0.212787
257.311 0.86 0.580682 0.46 0.176741
257.314 0.94 0.595966 0.35 0.12281
257.317 0.94 0.572053 0.085 0.0587169
257.319 0.825 0.514178 -0.205 -0.0115234
257.322 0.57 0.428766 -0.375 -0.0844067
257.325 0.255 0.322233 -0.39 -0.159318
257.328 -0.06 0.197259 -0.35 -0.232385
257.331 -0.28 0.0623145 -0.34 -0.298321
257.333 -0.39 -0.0738559 -0.335 -0.351782
257.336 -0.395 -0.194653 -0.335 -0.384869
257.339 -0.36 -0.291608 -0.32 -0.393807
257.342 -0.32 -0.359111 -0.315 -0.382953
257.344 -0.295 -0.395266 -0.325 -0.358717
257.347 -0.305 -0.402481 -0.33 -0.337161
257.35 -0.31 -0.385585 -0.345 -0.327378
257.353 -0.33 -0.357077 -0.335 -0.327529
257.356 -0.31 -0.32805 -0.335 -0.330758
257.358 -0.305 -0.307705 -0.33 -0.332069
257.361 -0.3 -0.297408 -0.325 -0.333279
257.364 -0.305 -0.296443 -0.325 -0.335054
257.367 -0.295 -0.298088 -0.35 -0.33567
257.369 -0.3 -0.299246 -0.34 -0.336089
257.372 -0.31 -0.297099 -0.34 -0.334611
257.375 -0.29 -0.293617 -0.33 -0.334915
257.378 -0.285 -0.29203 -0.33 -0.336033
257.381 -0.285 -0.291311 -0.34 -0.33812
257.383 -0.29 -0.293823 -0.335 -0.339748
257.386 -0.295 -0.294567 -0.34 -0.340482
257.389 -0.305 -0.295562 -0.34 -0.340198
257.392 -0.29 -0.296342 -0.33 -0.339001
257.394 -0.29 -0.298598 -0.35 -0.338519
257.397 -0.29 -0.300245 -0.34 -0.340582
257.4 -0.315 -0.302821 -0.36 -0.34202
257.403 -0.32 -0.306621 -0.345 -0.343393
257.406 -0.31 -0.307623 -0.335 -0.343519
257.408 -0.31 -0.307256 -0.335 -0.343359
257.411 -0.295 -0.306339 -0.33 -0.343766
257.414 -0.31 -0.305956 -0.34 -0.344273
257.417 -0.31 -0.305763 -0.35 -0.344148
257.419 -0.315 -0.306613 -0.36 -0.34372
257.422 -0.305 -0.305863 -0.35 -0.342225
257.425 -0.305 -0.303619 -0.34 -0.342115
257.428 -0.295 -0.301275 -0.34 -0.342628
257.431 -0.285 -0.30195 -0.34 -0.345876
257.433 -0.3 -0.304322 -0.345 -0.347417
257.436 -0.31 -0.306881 -0.345 -0.34713
257.439 -0.315 -0.308743 -0.345 -0.345899
257.442 -0.31 -0.30916 -0.335 -0.343848
257.444 -0.31 -0.310693 -0.345 -0.342527
257.447 -0.305 -0.31331 -0.35 -0.34307
257.45 -0.31 -0.316124 -0.355 -0.344219
257.453 -0.33 -0.317149 -0.36 -0.345293
257.456 -0.335 -0.317409 -0.345 -0.344691
257.458 -0.325 -0.317257 -0.325 -0.344277
257.461 -0.315 -0.316778 -0.33 -0.344003
257.464 -0.305 -0.317411 -0.34 -0.345108
257.467 -0.315 -0.318826 -0.35 -0.345417
257.469 -0.32 -0.320311 -0.355 -0.344977
257.472 -0.32 -0.319892 -0.355 -0.343895
257.475 -0.305 -0.318349 -0.34 -0.34341
257.478 -0.305 -0.316518 -0.345 -0.34476
257.481 -0.32 -0.315608 -0.34 -0.348267
257.483 -0.335 -0.316487 -0.355 -0.352316
257.486 -0.335 -0.318088 -0.355 -0.354747
257.489 -0.325 -0.319572 -0.355 -0.354887
257.492 -0.315 -0.319635 -0.34 -0.354503
257.494 -0.305 -0.319101 -0.35 -0.355235
257.497 -0.3 -0.319505 -0.365 -0.357141
257.5 -0.315 -0.31959 -0.37 -0.359037
257.503 -0.33 -0.31984 -0.38 -0.361744
257.506 -0.33 -0.318499 -0.37 -0.361994
257.508 -0.32 -0.315848 -0.35 -0.363416
257.511 -0.315 -0.31383 -0.35 -0.364106
257.514 -0.315 -0.31341 -0.36 -0.366945
257.517 -0.31 -0.314358 -0.37 -0.369224
257.519 -0.32 -0.314671 -0.38 -0.371835
257.522 -0.315 -0.314212 -0.375 -0.372844
257.525 -0.305 -0.312512 -0.37 -0.374769
257.528 -0.31 -0.3105 -0.38 -0.379138
257.531 -0.305 -0.31027 -0.375 -0.384186
257.533 -0.305 -0.311697 -0.4 -0.389951
257.536 -0.315 -0.31354 -0.395 -0.396392
257.539 -0.32 -0.315227 -0.405 -0.400747
257.542 -0.32 -0.316167 -0.395 -0.404304
257.544 -0.31 -0.316532 -0.41 -0.408646
257.547 -0.315 -0.317298 -0.415 -0.415033
257.55 -0.32 -0.318171 -0.43 -0.421878
257.553 -0.33 -0.319305 -0.435 -0.428625
257.556 -0.33 -0.318772 -0.425 -0.433535
257.558 -0.32 -0.318279 -0.43 -0.438241
257.561 -0.315 -0.317882 -0.445 -0.442012
257.564 -0.315 -0.318848 -0.44 -0.447738
257.567 -0.31 -0.320209 -0.455 -0.452841
257.569 -0.315 -0.321546 -0.47 -0.458488
257.572 -0.325 -0.32188 -0.475 -0.461963
257.575 -0.315 -0.321734 -0.46 -0.46577
257.578 -0.325 -0.322424 -0.465 -0.469819
257.581 -0.32 -0.324549 -0.46 -0.474068
257.583 -0.335 -0.328307 -0.475 -0.478807
257.586 -0.345 -0.332779 -0.485 -0.481401
257.589 -0.345 -0.335059 -0.49 -0.483289
257.592 -0.325 -0.336419 -0.485 -0.484281
257.594 -0.325 -0.338468 -0.485 -0.483769
257.597 -0.33 -0.340315 -0.48 -0.484564
257.6 -0.35 -0.342545 -0.49 -0.48457
257.603 -0.355 -0.34441 -0.49 -0.484666
257.606 -0.355 -0.344465 -0.48 -0.481085
257.608 -0.345 -0.344436 -0.48 -0.475606
257.611 -0.335 -0.343173 -0.465 -0.46993
257.614 -0.325 -0.342448 -0.465 -0.464747
257.617 -0.345 -0.343217 -0.455 -0.458627
257.619 -0.355 -0.342177 -0.46 -0.452085
257.622 -0.345 -0.338485 -0.455 -0.444876
257.625 -0.335 -0.332707 -0.425 -0.437046
257.628 -0.32 -0.326747 -0.425 -0.428942
257.631 -0.32 -0.322404 -0.405 -0.422231
257.633 -0.32 -0.317411 -0.415 -0.414374
257.636 -0.315 -0.311445 -0.425 -0.405459
257.639 -0.31 -0.304013 -0.4 -0.396832
257.642 -0.3 -0.294029 -0.38 -0.386652
257.644 -0.27 -0.283513 -0.38 -0.377381
257.647 -0.275 -0.275196 -0.375 -0.368962
257.65 -0.27 -0.268601 -0.365 -0.361525
257.653 -0.275 -0.261384 -0.36 -0.355109
257.656 -0.26 -0.255722 -0.345 -0.346489
257.658 -0.235 -0.249251 -0.32 -0.338478
257.661 -0.23 -0.244253 -0.325 -0.331044
257.664 -0.23 -0.241113 -0.325 -0.325863
257.667 -0.23 -0.238509 -0.32 -0.322594
257.669 -0.25 -0.237278 -0.33 -0.320211
257.672 -0.245 -0.236066 -0.325 -0.316564
257.675 -0.235 -0.233558 -0.31 -0.314724
257.678 -0.23 -0.231875 -0.31 -0.314385
257.681 -0.245 -0.232107 -0.305 -0.316175
257.683 -0.23 -0.233467 -0.32 -0.31828
257.686 -0.24 -0.234328 -0.33 -0.319371
257.689 -0.235 -0.234488 -0.32 -0.319415
257.692 -0.225 -0.233851 -0.315 -0.319933
257.694 -0.23 -0.233516 -0.325 -0.321327
257.697 -0.225 -0.233122 -0.315 -0.323501
257.7 -0.235 -0.236504 -0.335 -0.325724
257.703 -0.24 -0.239171 -0.335 -0.327888
257.706 -0.25 -0.240427 -0.335 -0.328344
257.708 -0.235 -0.240968 -0.315 -0.328455
257.711 -0.24 -0.242254 -0.32 -0.328387
257.714 -0.25 -0.243786 -0.335 -0.329485
257.717 -0.245 -0.24618 -0.335 -0.331314
257.719 -0.255 -0.248256 -0.34 -0.331837
257.722 -0.255 -0.247821 -0.335 -0.331424
257.725 -0.26 -0.247313 -0.32 -0.332027
257.728 -0.23 -0.246074 -0.33 -0.332646
257.731 -0.235 -0.245047 -0.33 -0.334925
257.733 -0.245 -0.246015 -0.34 -0.336718
257.736 -0.25 -0.248025 -0.345 -0.33832
257.739 -0.26 -0.248436 -0.34 -0.338746
257.742 -0.245 -0.247803 -0.335 -0.33942
257.744 -0.24 -0.249 -0.335 -0.341842
257.747 -0.235 -0.250064 -0.345 -0.344783
257.75 -0.255 -0.252112 -0.355 -0.347215
257.753 -0.26 -0.255111 -0.355 -0.348718
257.756 -0.265 -0.256934 -0.345 -0.347922
257.758 -0.275 -0.257218 -0.34 -0.348455
257.761 -0.255 -0.258192 -0.35 -0.349439
257.764 -0.25 -0.26044 -0.36 -0.351474
257.767 -0.255 -0.262868 -0.36 -0.354199
257.769 -0.275 -0.266316 -0.36 -0.356103
257.772 -0.265 -0.267842 -0.35 -0.356546
257.775 -0.265 -0.26864 -0.34 -0.356455
257.778 -0.265 -0.267864 -0.35 -0.357453
257.781 -0.255 -0.268336 -0.36 -0.360856
257.783 -0.285 -0.269292 -0.38 -0.36481
257.786 -0.285 -0.271381 -0.375 -0.366935
257.789 -0.28 -0.273452 -0.37 -0.36788
257.792 -0.27 -0.274446 -0.365 -0.368325
257.794 -0.27 -0.275194 -0.36 -0.370114
257.797 -0.265 -0.276142 -0.365 -0.372717
257.8 -0.275 -0.279121 -0.38 -0.375459
257.803 -0.275 -0.280788 -0.39 -0.377236
257.806 -0.285 -0.281424 -0.39 -0.376644
257.808 -0.285 -0.280904 -0.37 -0.375654
257.811 -0.285 -0.27862 -0.36 -0.37524
257.814 -0.275 -0.279465 -0.37 -0.377546
257.817 -0.29 -0.280721 -0.375 -0.377728
257.819 -0.29 -0.281254 -0.39 -0.376595
257.822 -0.285 -0.280629 -0.385 -0.374443
257.825 -0.28 -0.278987 -0.375 -0.372617
257.828 -0.265 -0.276308 -0.37 -0.371004
257.831 -0.265 -0.275539 -0.365 -0.371852
257.833 -0.27 -0.275418 -0.375 -0.374694
257.836 -0.28 -0.276051 -0.38 -0.377404
257.839 -0.29 -0.27756 -0.375 -0.378119
257.842 -0.275 -0.279181 -0.35 -0.377627
257.844 -0.27 -0.280136 -0.37 -0.378022
257.847 -0.275 -0.282689 -0.385 -0.378977
257.85 -0.28 -0.286791 -0.4 -0.380538
257.853 -0.295 -0.290639 -0.395 -0.382597
257.856 -0.31 -0.292646 -0.4 -0.384081
257.858 -0.3 -0.293321 -0.385 -0.384786
257.861 -0.295 -0.295047 -0.37 -0.385484
257.864 -0.3 -0.296775 -0.375 -0.386965
257.867 -0.295 -0.300394 -0.385 -0.387955
257.869 -0.3 -0.303416 -0.39 -0.387913
257.872 -0.305 -0.304815 -0.385 -0.384737
257.875 -0.305 -0.304634 -0.38 -0.382401
257.878 -0.29 -0.304235 -0.39 -0.381634
257.881 -0.29 -0.303553 -0.385 -0.382066
257.883 -0.315 -0.303459 -0.385 -0.38303
257.886 -0.325 -0.304327 -0.39 -0.384158
257.889 -0.31 -0.304343 -0.38 -0.383511
257.892 -0.31 -0.301849 -0.37 -0.381911
257.894 -0.285 -0.300373 -0.375 -0.380302
257.897 -0.295 -0.298315 -0.38 -0.380253
257.9 -0.295 -0.296981 -0.39 -0.381312
257.903 -0.3 -0.294868 -0.39 -0.381057
257.906 -0.295 -0.292522 -0.38 -0.380374
257.908 -0.29 -0.290052 -0.38 -0.380847
257.911 -0.285 -0.287378 -0.37 -0.381728
257.914 -0.28 -0.287298 -0.375 -0.383109
257.917 -0.275 -0.288513 -0.39 -0.38499
257.919 -0.3 -0.28896 -0.39 -0.385647
257.922 -0.29 -0.289997 -0.395 -0.385031
257.925 -0.29 -0.28999 -0.385 -0.384939
257.928 -0.28 -0.290914 -0.375 -0.385726
257.931 -0.295 -0.292226 -0.39 -0.388614
257.933 -0.305 -0.293715 -0.395 -0.390994
257.936 -0.295 -0.293648 -0.395 -0.392989
257.939 -0.295 -0.292452 -0.39 -0.393715
257.942 -0.285 -0.289805 -0.385 -0.392875
257.944 -0.285 -0.287205 -0.385 -0.392424
257.947 -0.29 -0.284498 -0.395 -0.393356
257.95 -0.29 -0.282581 -0.405 -0.39356
257.953 -0.28 -0.278439 -0.405 -0.39329
257.956 -0.27 -0.272244 -0.4 -0.391618
257.958 -0.255 -0.263313 -0.38 -0.388125
257.961 -0.245 -0.254443 -0.385 -0.386152
257.964 -0.25 -0.247001 -0.375 -0.385297
257.967 -0.25 -0.238704 -0.385 -0.384042
257.969 -0.255 -0.231432 -0.39 -0.38205
257.972 -0.235 -0.222605 -0.38 -0.379805
257.975 -0.205 -0.214274 -0.365 -0.376522
257.978 -0.19 -0.207725 -0.365 -0.374768
257.981 -0.185 -0.204179 -0.37 -0.373838
257.983 -0.19 -0.202483 -0.375 -0.371973
257.986 -0.2 -0.200937 -0.385 -0.369014
257.989 -0.205 -0.198308 -0.375 -0.363836
257.992 -0.195 -0.195894 -0.36 -0.359565
257.994 -0.2 -0.195655 -0.36 -0.355503
257.997 -0.19 -0.199055 -0.36 -0.353951
258 -0.21 -0.204281 -0.35 -0.353248
258.003 -0.22 -0.209273 -0.355 -0.352746
258.006 -0.225 -0.21074 -0.335 -0.350861
258.008 -0.21 -0.209274 -0.325 -0.349178
258.011 -0.195 -0.207385 -0.335 -0.348408
258.014 -0.2 -0.206056 -0.35 -0.350087
258.017 -0.22 -0.207529 -0.37 -0.353047
258.019 -0.23 -0.208887 -0.375 -0.357115
258.022 -0.23 -0.210227 -0.375 -0.36112
258.025 -0.2 -0.213396 -0.36 -0.365907
258.028 -0.195 -0.21769 -0.365 -0.371749
258.031 -0.19 -0.224735 -0.365 -0.378122
258.033 -0.215 -0.235196 -0.38 -0.385234
258.036 -0.25 -0.247285 -0.39 -0.389843
258.039 -0.265 -0.258499 -0.4 -0.392264
258.042 -0.28 -0.268275 -0.39 -0.394269
258.044 -0.27 -0.278331 -0.405 -0.397649
258.047 -0.3 -0.289454 -0.405 -0.402659
258.05 -0.32 -0.30231 -0.41 -0.407476
258.053 -0.33 -0.314658 -0.415 -0.410762
258.056 -0.33 -0.323187 -0.415 -0.410585
258.058 -0.335 -0.328014 -0.405 -0.41
258.061 -0.32 -0.329689 -0.4 -0.408965
258.064 -0.32 -0.331079 -0.41 -0.40946
258.067 -0.33 -0.33457 -0.42 -0.410641
258.069 -0.34 -0.337725 -0.425 -0.411059
258.072 -0.34 -0.340361 -0.41 -0.410543
258.075 -0.345 -0.340263 -0.395 -0.410905
258.078 -0.33 -0.341182 -0.39 -0.41154
258.081 -0.33 -0.342942 -0.4 -0.412412
258.083 -0.335 -0.345108 -0.425 -0.414518
258.086 -0.355 -0.346389 -0.43 -0.415433
258.089 -0.365 -0.347393 -0.43 -0.414771
258.092 -0.365 -0.346362 -0.415 -0.414191
258.094 -0.345 -0.344379 -0.405 -0.4149
258.097 -0.34 -0.343678 -0.42 -0.416324
258.1 -0.34 -0.344472 -0.42 -0.417532
258.103 -0.345 -0.344307 -0.42 -0.41739
258.106 -0.34 -0.343681 -0.415 -0.415224
258.108 -0.335 -0.340588 -0.415 -0.412873
258.111 -0.33 -0.336981 -0.4 -0.41129
258.114 -0.335 -0.33417 -0.415 -0.411535
258.117 -0.34 -0.335157 -0.43 -0.413645
258.119 -0.35 -0.337509 -0.425 -0.420322
258.122 -0.36 -0.340686 -0.415 -0.430317
258.125 -0.35 -0.344933 -0.415 -0.445582
258.128 -0.335 -0.354784 -0.43 -0.465328
258.131 -0.345 -0.373233 -0.445 -0.483429
258.133 -0.36 -0.398401 -0.47 -0.495639
258.136 -0.39 -0.42484 -0.48 -0.500879
258.139 -0.415 -0.450876 -0.495 -0.499928
258.142 -0.435 -0.47467 -0.525 -0.491071
258.144 -0.435 -0.496036 -0.55 -0.475186
258.147 -0.47 -0.506687 -0.53 -0.44569
258.15 -0.52 -0.49782 -0.49 -0.39561
258.153 -0.555 -0.461698 -0.385 -0.32133
258.156 -0.53 -0.391791 -0.265 -0.232945
258.158 -0.43 -0.284585 -0.175 -0.146656
258.161 -0.305 -0.146272 -0.12 -0.0782167
258.164 -0.19 0.00378063 -0.06 -0.0334357
258.167 -0.04 0.144462 0.025 -0.00678486
258.169 0.155 0.262228 0.13 0.00263815
258.172 0.425 0.350051 0.245 -0.00621442
258.175 0.665 0.408292 0.265 -0.033542
258.178 0.825 0.434341 0.155 -0.0778326
258.181 0.87 0.42519 -0.11 -0.136728
258.183 0.78 0.382509 -0.385 -0.20203
258.186 0.52 0.31016 -0.565 -0.267839
258.189 0.13 0.214644 -0.575 -0.332014
258.192 -0.195 0.103535 -0.505 -0.394577
258.194 -0.385 -0.0202779 -0.48 -0.452061
258.197 -0.46 -0.148093 -0.47 -0.500225
258.2 -0.46 -0.271049 -0.47 -0.530851
258.203 -0.445 -0.37279 -0.48 -0.536017
258.206 -0.43 -0.44459 -0.47 -0.519581
258.208 -0.4 -0.481749 -0.455 -0.489831
258.211 -0.395 -0.484825 -0.45 -0.464939
258.214 -0.39 -0.46279 -0.455 -0.45253
258.217 -0.37 -0.42933 -0.465 -0.452373
258.219 -0.375 -0.400029 -0.465 -0.455422
258.222 -0.37 -0.381834 -0.465 -0.455101
258.225 -0.38 -0.373285 -0.44 -0.454119
258.228 -0.37 -0.370981 -0.435 -0.453874
258.231 -0.375 -0.37209 -0.455 -0.454212
258.233 -0.375 -0.374047 -0.46 -0.455807
258.236 -0.38 -0.375603 -0.475 -0.455917
258.239 -0.395 -0.37543 -0.455 -0.453924
258.242 -0.375 -0.374882 -0.445 -0.451028
258.244 -0.36 -0.375142 -0.445 -0.449666
258.247 -0.375 -0.374948 -0.45 -0.45026
258.25 -0.38 -0.37619 -0.46 -0.450016
258.253 -0.385 -0.377064 -0.46 -0.449098
258.256 -0.385 -0.378022 -0.445 -0.446371
258.258 -0.365 -0.377231 -0.435 -0.443465
258.261 -0.36 -0.37643 -0.425 -0.442522
258.264 -0.37 -0.377558 -0.435 -0.44286
258.267 -0.38 -0.379369 -0.45 -0.444595
258.269 -0.395 -0.382084 -0.46 -0.443972
258.272 -0.395 -0.38204 -0.445 -0.442068
258.275 -0.39 -0.380773 -0.425 -0.439225
258.278 -0.375 -0.380394 -0.435 -0.437635
258.281 -0.37 -0.380482 -0.45 -0.439547
258.283 -0.375 -0.382032 -0.455 -0.441499
258.286 -0.39 -0.383459 -0.45 -0.442653
258.289 -0.4 -0.382728 -0.44 -0.442123
258.292 -0.375 -0.380087 -0.425 -0.440855
258.294 -0.365 -0.377971 -0.42 -0.441049
258.297 -0.365 -0.376661 -0.435 -0.442131
258.3 -0.385 -0.378593 -0.445 -0.443918
258.303 -0.385 -0.379778 -0.465 -0.444717
258.306 -0.385 -0.381028 -0.465 -0.443718
258.308 -0.385 -0.380062 -0.435 -0.442736
258.311 -0.37 -0.378045 -0.44 -0.443928
258.314 -0.37 -0.377383 -0.44 -0.447105
258.317 -0.375 -0.378076 -0.455 -0.44924
258.319 -0.39 -0.379243 -0.455 -0.451187
258.322 -0.39 -0.378199 -0.44 -0.449867
258.325 -0.39 -0.376446 -0.44 -0.447811
258.328 -0.36 -0.374603 -0.445 -0.44624
258.331 -0.37 -0.375351 -0.45 -0.44669
258.333 -0.365 -0.376919 -0.455 -0.448601
258.336 -0.38 -0.379676 -0.465 -0.450641
258.339 -0.39 -0.381744 -0.455 -0.450324
258.342 -0.375 -0.382671 -0.435 -0.449325
258.344 -0.37 -0.382967 -0.445 -0.44862
258.347 -0.38 -0.383468 -0.435 -0.449745
258.35 -0.395 -0.386039 -0.46 -0.451656
258.353 -0.4 -0.388257 -0.46 -0.451973
258.356 -0.405 -0.390606 -0.465 -0.4515
258.358 -0.395 -0.390691 -0.445 -0.451896
258.361 -0.39 -0.390312 -0.445 -0.452641
258.364 -0.375 -0.389436 -0.45 -0.454943
258.367 -0.385 -0.388498 -0.455 -0.458578
258.369 -0.385 -0.388029 -0.47 -0.461321
258.372 -0.39 -0.385606 -0.47 -0.463254
258.375 -0.39 -0.38137 -0.465 -0.466013
258.378 -0.375 -0.37875 -0.46 -0.46904
258.381 -0.38 -0.377309 -0.47 -0.475243
258.383 -0.38 -0.378215 -0.485 -0.481708
258.386 -0.375 -0.37934 -0.485 -0.487883
258.389 -0.38 -0.379894 -0.495 -0.492563
258.392 -0.37 -0.380871 -0.49 -0.495641
258.394 -0.375 -0.380606 -0.495 -0.499743
258.397 -0.375 -0.381907 -0.515 -0.504823
258.4 -0.385 -0.383978 -0.52 -0.510775
258.403 -0.405 -0.386211 -0.53 -0.515412
258.406 -0.395 -0.388884 -0.525 -0.518955
258.408 -0.4 -0.390732 -0.51 -0.522228
258.411 -0.38 -0.392512 -0.51 -0.525476
258.414 -0.39 -0.394838 -0.525 -0.530858
258.417 -0.4 -0.397793 -0.53 -0.535905
258.419 -0.4 -0.401182 -0.555 -0.540963
258.422 -0.41 -0.403517 -0.55 -0.54465
258.425 -0.405 -0.40729 -0.54 -0.547731
258.428 -0.4 -0.409832 -0.54 -0.552586
258.431 -0.41 -0.413712 -0.56 -0.558968
258.433 -0.415 -0.419933 -0.575 -0.566093
258.436 -0.42 -0.425056 -0.575 -0.571391
258.439 -0.435 -0.429433 -0.585 -0.574263
258.442 -0.44 -0.431768 -0.57 -0.576625
258.444 -0.435 -0.434183 -0.57 -0.579431
258.447 -0.44 -0.436996 -0.575 -0.581559
258.45 -0.45 -0.440358 -0.585 -0.583772
258.453 -0.435 -0.442497 -0.595 -0.583746
258.456 -0.45 -0.443029 -0.59 -0.581113
258.458 -0.44 -0.440959 -0.57 -0.576236
258.461 -0.425 -0.438375 -0.56 -0.571873
258.464 -0.425 -0.43508 -0.57 -0.566456
258.467 -0.435 -0.430229 -0.575 -0.560346
258.469 -0.435 -0.42455 -0.56 -0.551703
258.472 -0.43 -0.41727 -0.54 -0.540039
258.475 -0.42 -0.409291 -0.52 -0.526947
258.478 -0.39 -0.400923 -0.51 -0.513475
258.481 -0.39 -0.393153 -0.505 -0.501281
258.483 -0.38 -0.384338 -0.495 -0.489107
258.486 -0.38 -0.37455 -0.485 -0.477189
258.489 -0.365 -0.363926 -0.455 -0.462962
258.492 -0.345 -0.352161 -0.445 -0.448025
258.494 -0.335 -0.340534 -0.415 -0.435825
258.497 -0.33 -0.331229 -0.425 -0.426499
258.5 -0.335 -0.323414 -0.425 -0.418986
258.503 -0.32 -0.316013 -0.42 -0.411607
258.506 -0.31 -0.309377 -0.41 -0.403127
258.508 -0.295 -0.30129 -0.385 -0.396847
258.511 -0.275 -0.29441 -0.385 -0.39142
258.514 -0.29 -0.289189 -0.375 -0.388374
258.517 -0.29 -0.286746 -0.39 -0.386156
258.519 -0.29 -0.28405 -0.4 -0.383445
258.522 -0.29 -0.280373 -0.39 -0.380457
258.525 -0.275 -0.276796 -0.38 -0.376873
258.528 -0.265 -0.273797 -0.365 -0.375214
258.531 -0.27 -0.273558 -0.365 -0.375472
258.533 -0.27 -0.274161 -0.385 -0.375497
258.536 -0.28 -0.27358 -0.37 -0.375451
258.539 -0.285 -0.272519 -0.38 -0.374483
258.542 -0.275 -0.269273 -0.365 -0.372751
258.544 -0.255 -0.267929 -0.37 -0.371263
258.547 -0.26 -0.267806 -0.37 -0.371311
258.55 -0.27 -0.267805 -0.385 -0.37341
258.553 -0.275 -0.26872 -0.38 -0.374612
258.556 -0.28 -0.269109 -0.375 -0.374846
258.558 -0.265 -0.267668 -0.36 -0.372698
258.561 -0.25 -0.266447 -0.37 -0.370747
258.564 -0.265 -0.266424 -0.375 -0.37129
258.567 -0.265 -0.267164 -0.37 -0.371545
258.569 -0.28 -0.26805 -0.385 -0.371808
258.572 -0.275 -0.267996 -0.375 -0.370806
258.575 -0.265 -0.266782 -0.37 -0.37051
258.578 -0.27 -0.266855 -0.355 -0.370173
258.581 -0.265 -0.268694 -0.36 -0.371412
258.583 -0.26 -0.271675 -0.365 -0.373374
258.586 -0.275 -0.274683 -0.385 -0.373776
258.589 -0.28 -0.275327 -0.385 -0.371796
258.592 -0.265 -0.27415 -0.375 -0.370883
258.594 -0.265 -0.273155 -0.365 -0.371141
258.597 -0.275 -0.272898 -0.375 -0.371636
258.6 -0.29 -0.274637 -0.38 -0.373797
258.603 -0.295 -0.274956 -0.375 -0.376582
258.606 -0.285 -0.273746 -0.375 -0.376683
258.608 -0.27 -0.27329 -0.37 -0.375405
258.611 -0.255 -0.272233 -0.355 -0.374653
258.614 -0.255 -0.272028 -0.37 -0.374346
258.617 -0.27 -0.273714 -0.39 -0.375229
258.619 -0.275 -0.275005 -0.39 -0.376634
258.622 -0.285 -0.274333 -0.385 -0.377661
258.625 -0.275 -0.273792 -0.38 -0.377932
258.628 -0.26 -0.273906 -0.375 -0.378285
258.631 -0.275 -0.27584 -0.355 -0.380567
258.633 -0.29 -0.280291 -0.385 -0.382259
258.636 -0.29 -0.284042 -0.39 -0.382802
258.639 -0.3 -0.28675 -0.385 -0.382769
258.642 -0.285 -0.286455 -0.38 -0.381736
258.644 -0.27 -0.286348 -0.385 -0.381049
258.647 -0.28 -0.287171 -0.385 -0.383163
258.65 -0.295 -0.288978 -0.385 -0.385482
258.653 -0.295 -0.290868 -0.385 -0.386891
258.656 -0.3 -0.292494 -0.395 -0.387143
258.658 -0.3 -0.292251 -0.375 -0.387231
258.661 -0.28 -0.292354 -0.375 -0.385163
258.664 -0.285 -0.293655 -0.39 -0.385521
258.667 -0.285 -0.296648 -0.395 -0.385791
258.669 -0.31 -0.299716 -0.39 -0.385324
258.672 -0.305 -0.300871 -0.395 -0.383454
258.675 -0.305 -0.299894 -0.375 -0.381272
258.678 -0.295 -0.299575 -0.37 -0.379959
258.681 -0.305 -0.300456 -0.375 -0.379206
258.683 -0.3 -0.302069 -0.385 -0.378174
258.686 -0.305 -0.302986 -0.38 -0.377553
258.689 -0.31 -0.303846 -0.38 -0.374394
258.692 -0.31 -0.302022 -0.365 -0.372128
258.694 -0.285 -0.300618 -0.365 -0.371192
