Time MLII[mV] V5[mV]
269.786 -0.340 -0.120
269.789 -0.330 -0.115
269.792 -0.320 -0.125
269.794 -0.315 -0.125
269.797 -0.325 -0.135
269.800 -0.335 -0.130
269.803 -0.325 -0.115
269.806 -0.325 -0.120
269.808 -0.320 -0.150
269.811 -0.335 -0.155
269.814 -0.335 -0.155
269.817 -0.325 -0.155
269.819 -0.320 -0.145
269.822 -0.315 -0.145
269.825 -0.320 -0.160
269.828 -0.330 -0.160
269.831 -0.335 -0.155
269.833 -0.330 -0.155
269.836 -0.310 -0.140
269.839 -0.310 -0.150
269.842 -0.310 -0.145
269.844 -0.320 -0.155
269.847 -0.330 -0.160
269.850 -0.320 -0.160
269.853 -0.310 -0.150
269.856 -0.300 -0.160
269.858 -0.315 -0.145
269.861 -0.335 -0.160
269.864 -0.330 -0.165
269.867 -0.330 -0.160
269.869 -0.320 -0.150
269.872 -0.315 -0.150
269.875 -0.325 -0.145
269.878 -0.335 -0.150
269.881 -0.335 -0.155
269.883 -0.330 -0.155
269.886 -0.325 -0.140
269.889 -0.320 -0.135
269.892 -0.330 -0.125
269.894 -0.320 -0.140
269.897 -0.330 -0.130
269.900 -0.320 -0.135
269.903 -0.310 -0.120
269.906 -0.315 -0.120
269.908 -0.320 -0.115
269.911 -0.330 -0.125
269.914 -0.345 -0.135
269.917 -0.335 -0.135
269.919 -0.310 -0.120
269.922 -0.310 -0.120
269.925 -0.315 -0.135
269.928 -0.320 -0.140
269.931 -0.335 -0.155
269.933 -0.325 -0.150
269.936 -0.300 -0.145
269.939 -0.305 -0.155
269.942 -0.310 -0.155
269.944 -0.320 -0.165
269.947 -0.325 -0.170
269.950 -0.320 -0.170
269.953 -0.315 -0.150
269.956 -0.300 -0.155
269.958 -0.300 -0.160
269.961 -0.305 -0.175
269.964 -0.320 -0.165
269.967 -0.320 -0.170
269.969 -0.315 -0.150
269.972 -0.305 -0.145
269.975 -0.300 -0.140
269.978 -0.305 -0.165
269.981 -0.325 -0.170
269.983 -0.305 -0.160
269.986 -0.305 -0.145
269.989 -0.305 -0.145
269.992 -0.305 -0.140
269.994 -0.320 -0.150
269.997 -0.330 -0.155
270.000 -0.310 -0.140
270.003 -0.300 -0.140
270.006 -0.290 -0.160
270.008 -0.285 -0.150
270.011 -0.295 -0.155
270.014 -0.315 -0.135
270.017 -0.300 -0.130
270.019 -0.300 -0.125
270.022 -0.295 -0.120
270.025 -0.295 -0.130
270.028 -0.305 -0.135
270.031 -0.315 -0.140
270.033 -0.300 -0.130
270.036 -0.295 -0.125
270.039 -0.290 -0.115
270.042 -0.295 -0.125
270.044 -0.295 -0.135
270.047 -0.300 -0.125
270.050 -0.280 -0.125
270.053 -0.260 -0.130
270.056 -0.255 -0.140
270.058 -0.250 -0.145
270.061 -0.240 -0.155
270.064 -0.250 -0.140
270.067 -0.250 -0.145
270.069 -0.245 -0.145
270.072 -0.235 -0.140
270.075 -0.225 -0.155
270.078 -0.225 -0.165
270.081 -0.215 -0.175
270.083 -0.195 -0.160
270.086 -0.180 -0.155
270.089 -0.150 -0.150
270.092 -0.135 -0.145
270.094 -0.145 -0.160
270.097 -0.180 -0.170
270.100 -0.195 -0.155
270.103 -0.190 -0.150
270.106 -0.175 -0.155
270.108 -0.200 -0.160
270.111 -0.215 -0.170
270.114 -0.220 -0.175
270.117 -0.200 -0.165
270.119 -0.185 -0.145
270.122 -0.200 -0.155
270.125 -0.210 -0.160
270.128 -0.220 -0.170
270.131 -0.235 -0.155
270.133 -0.255 -0.140
270.136 -0.265 -0.120
270.139 -0.275 -0.130
270.142 -0.285 -0.130
270.144 -0.310 -0.135
270.147 -0.325 -0.155
270.150 -0.320 -0.130
270.153 -0.310 -0.125
270.156 -0.305 -0.120
270.158 -0.305 -0.130
270.161 -0.315 -0.130
270.164 -0.310 -0.140
270.167 -0.320 -0.145
270.169 -0.325 -0.135
270.172 -0.315 -0.150
270.175 -0.315 -0.160
270.178 -0.315 -0.165
270.181 -0.330 -0.175
270.183 -0.325 -0.180
270.186 -0.320 -0.170
270.189 -0.310 -0.160
270.192 -0.320 -0.160
270.194 -0.335 -0.175
270.197 -0.345 -0.165
270.200 -0.360 -0.165
270.203 -0.365 -0.160
270.206 -0.385 -0.150
270.208 -0.400 -0.160
270.211 -0.405 -0.180
270.214 -0.380 -0.165
270.217 -0.240 -0.155
270.219 -0.005 -0.150
270.222 0.270 -0.145
270.225 0.605 -0.150
270.228 0.950 -0.180
270.231 1.220 -0.215
270.233 1.235 -0.235
270.236 1.005 -0.235
270.239 0.660 -0.240
270.242 0.355 -0.210
270.244 0.150 -0.190
270.247 0.075 -0.150
270.250 0.035 -0.130
270.253 -0.025 -0.110
270.256 -0.100 -0.120
270.258 -0.155 -0.120
270.261 -0.205 -0.130
270.264 -0.255 -0.130
270.267 -0.295 -0.130
270.269 -0.315 -0.130
270.272 -0.330 -0.115
270.275 -0.350 -0.130
270.278 -0.370 -0.135
270.281 -0.380 -0.140
270.283 -0.375 -0.135
270.286 -0.350 -0.125
270.289 -0.355 -0.140
270.292 -0.380 -0.130
270.294 -0.385 -0.150
270.297 -0.390 -0.160
270.300 -0.395 -0.160
270.303 -0.390 -0.150
270.306 -0.390 -0.160
270.308 -0.390 -0.155
270.311 -0.390 -0.165
270.314 -0.385 -0.175
270.317 -0.380 -0.180
270.319 -0.390 -0.160
270.322 -0.370 -0.150
270.325 -0.370 -0.160
270.328 -0.380 -0.160
270.331 -0.390 -0.175
270.333 -0.385 -0.160
270.336 -0.375 -0.150
270.339 -0.370 -0.160
270.342 -0.370 -0.165
270.344 -0.380 -0.170
270.347 -0.395 -0.155
270.350 -0.385 -0.150
270.353 -0.375 -0.150
270.356 -0.370 -0.145
270.358 -0.370 -0.140
270.361 -0.380 -0.155
270.364 -0.390 -0.170
270.367 -0.375 -0.150
270.369 -0.360 -0.140
270.372 -0.360 -0.140
270.375 -0.365 -0.140
270.378 -0.375 -0.135
270.381 -0.385 -0.135
270.383 -0.380 -0.110
270.386 -0.355 -0.105
270.389 -0.345 -0.120
270.392 -0.335 -0.125
270.394 -0.355 -0.130
270.397 -0.360 -0.130
270.400 -0.370 -0.115
270.403 -0.350 -0.110
270.406 -0.365 -0.115
270.408 -0.360 -0.110
270.411 -0.365 -0.135
270.414 -0.375 -0.150
270.417 -0.365 -0.145
270.419 -0.360 -0.155
270.422 -0.355 -0.150
270.425 -0.365 -0.160
270.428 -0.370 -0.170
270.431 -0.360 -0.175
270.433 -0.340 -0.160
270.436 -0.315 -0.155
270.439 -0.310 -0.155
270.442 -0.330 -0.145
270.444 -0.360 -0.165
270.447 -0.370 -0.165
270.450 -0.340 -0.160
270.453 -0.305 -0.165
270.456 -0.275 -0.160
270.458 -0.280 -0.155
270.461 -0.275 -0.165
270.464 -0.270 -0.170
270.467 -0.270 -0.160
270.469 -0.255 -0.155
270.472 -0.245 -0.155
270.475 -0.240 -0.155
270.478 -0.235 -0.180
270.481 -0.215 -0.180
270.483 -0.185 -0.170
270.486 -0.170 -0.160
270.489 -0.180 -0.150
270.492 -0.195 -0.170
270.494 -0.185 -0.165
270.497 -0.185 -0.155
270.500 -0.170 -0.155
270.503 -0.165 -0.140
270.506 -0.150 -0.135
270.508 -0.145 -0.140
270.511 -0.140 -0.150
270.514 -0.130 -0.150
270.517 -0.110 -0.145
270.519 -0.090 -0.130
270.522 -0.085 -0.135
270.525 -0.080 -0.135
270.528 -0.095 -0.145
270.531 -0.115 -0.130
270.533 -0.125 -0.135
270.536 -0.100 -0.135
270.539 -0.085 -0.145
270.542 -0.095 -0.160
270.544 -0.115 -0.180
270.547 -0.135 -0.175
270.550 -0.135 -0.165
270.553 -0.150 -0.155
270.556 -0.140 -0.145
270.558 -0.150 -0.150
270.561 -0.170 -0.165
270.564 -0.185 -0.170
270.567 -0.190 -0.160
270.569 -0.175 -0.140
270.572 -0.145 -0.140
270.575 -0.150 -0.145
270.578 -0.195 -0.150
270.581 -0.240 -0.150
270.583 -0.260 -0.140
270.586 -0.235 -0.130
270.589 -0.220 -0.130
270.592 -0.205 -0.145
270.594 -0.230 -0.160
270.597 -0.260 -0.150
270.600 -0.275 -0.140
270.603 -0.255 -0.130
270.606 -0.240 -0.130
270.608 -0.220 -0.135
270.611 -0.240 -0.145
270.614 -0.265 -0.155
270.617 -0.255 -0.145
270.619 -0.250 -0.120
270.622 -0.250 -0.130
270.625 -0.270 -0.130
270.628 -0.265 -0.120
270.631 -0.255 -0.130
270.633 -0.245 -0.115
270.636 -0.255 -0.095
270.639 -0.240 -0.105
270.642 -0.240 -0.110
270.644 -0.255 -0.110
270.647 -0.265 -0.115
270.650 -0.265 -0.110
270.653 -0.230 -0.100
270.656 -0.225 -0.090
270.658 -0.210 -0.100
270.661 -0.230 -0.115
270.664 -0.250 -0.115
270.667 -0.265 -0.100
270.669 -0.255 -0.115
270.672 -0.230 -0.110
270.675 -0.205 -0.115
270.678 -0.225 -0.135
270.681 -0.245 -0.140
270.683 -0.230 -0.125
270.686 -0.225 -0.115
270.689 -0.220 -0.115
270.692 -0.220 -0.120
270.694 -0.240 -0.125
270.697 -0.245 -0.140
270.700 -0.230 -0.130
270.703 -0.190 -0.140
270.706 -0.165 -0.130
270.708 -0.185 -0.140
270.711 -0.220 -0.140
270.714 -0.225 -0.135
270.717 -0.200 -0.120
270.719 -0.170 -0.115
270.722 -0.165 -0.125
270.725 -0.180 -0.125
270.728 -0.185 -0.140
270.731 -0.190 -0.130
270.733 -0.185 -0.135
270.736 -0.200 -0.115
270.739 -0.190 -0.120
270.742 -0.195 -0.120
270.744 -0.190 -0.130
270.747 -0.195 -0.130
270.750 -0.190 -0.120
270.753 -0.200 -0.110
270.756 -0.190 -0.110
270.758 -0.180 -0.100
270.761 -0.180 -0.115
270.764 -0.190 -0.105
270.767 -0.190 -0.105
270.769 -0.185 -0.090
270.772 -0.190 -0.080
270.775 -0.205 -0.075
270.778 -0.215 -0.095
270.781 -0.210 -0.095
270.783 -0.210 -0.090
270.786 -0.190 -0.080
270.789 -0.180 -0.085
270.792 -0.170 -0.090
270.794 -0.175 -0.100
270.797 -0.185 -0.105
270.800 -0.190 -0.105
270.803 -0.180 -0.115
270.806 -0.175 -0.115
270.808 -0.185 -0.125
270.811 -0.205 -0.130
270.814 -0.190 -0.130
270.817 -0.190 -0.130
270.819 -0.175 -0.120
270.822 -0.165 -0.120
270.825 -0.155 -0.115
270.828 -0.170 -0.135
270.831 -0.175 -0.140
270.833 -0.185 -0.130
270.836 -0.185 -0.120
270.839 -0.185 -0.115
270.842 -0.185 -0.120
270.844 -0.190 -0.135
270.847 -0.190 -0.125
270.850 -0.185 -0.115
270.853 -0.185 -0.110
270.856 -0.175 -0.105
270.858 -0.190 -0.125
270.861 -0.195 -0.130
270.864 -0.210 -0.125
270.867 -0.195 -0.115
270.869 -0.195 -0.105
270.872 -0.195 -0.105
270.875 -0.205 -0.110
270.878 -0.215 -0.120
270.881 -0.215 -0.120
270.883 -0.215 -0.105
270.886 -0.210 -0.085
270.889 -0.195 -0.080
270.892 -0.200 -0.090
270.894 -0.230 -0.090
270.897 -0.235 -0.095
270.900 -0.220 -0.085
270.903 -0.215 -0.085
270.906 -0.215 -0.075
270.908 -0.205 -0.070
270.911 -0.220 -0.095
270.914 -0.225 -0.100
270.917 -0.225 -0.095
270.919 -0.230 -0.095
270.922 -0.230 -0.095
270.925 -0.225 -0.110
270.928 -0.240 -0.125
270.931 -0.235 -0.135
270.933 -0.240 -0.120
270.936 -0.235 -0.110
270.939 -0.230 -0.110
270.942 -0.220 -0.115
270.944 -0.225 -0.135
270.947 -0.245 -0.130
270.950 -0.245 -0.120
270.953 -0.240 -0.120
270.956 -0.235 -0.115
270.958 -0.225 -0.120
270.961 -0.215 -0.125
270.964 -0.215 -0.120
270.967 -0.220 -0.110
270.969 -0.200 -0.105
270.972 -0.210 -0.110
270.975 -0.200 -0.125
270.978 -0.230 -0.125
270.981 -0.225 -0.125
270.983 -0.215 -0.125
270.986 -0.205 -0.105
270.989 -0.180 -0.115
270.992 -0.160 -0.110
270.994 -0.165 -0.115
270.997 -0.160 -0.115
271.000 -0.145 -0.110
271.003 -0.145 -0.100
271.006 -0.140 -0.105
271.008 -0.160 -0.100
271.011 -0.175 -0.110
271.014 -0.185 -0.125
271.017 -0.185 -0.110
271.019 -0.200 -0.100
271.022 -0.185 -0.095
271.025 -0.190 -0.090
271.028 -0.195 -0.110
271.031 -0.210 -0.105
271.033 -0.215 -0.090
271.036 -0.240 -0.085
271.039 -0.230 -0.080
271.042 -0.235 -0.110
271.044 -0.255 -0.095
271.047 -0.275 -0.110
271.050 -0.310 -0.105
271.053 -0.310 -0.115
271.056 -0.300 -0.125
271.058 -0.300 -0.125
271.061 -0.320 -0.145
271.064 -0.330 -0.145
271.067 -0.340 -0.130
271.069 -0.325 -0.120
271.072 -0.325 -0.115
271.075 -0.325 -0.130
271.078 -0.335 -0.130
271.081 -0.310 -0.135
271.083 -0.295 -0.130
271.086 -0.290 -0.120
271.089 -0.310 -0.125
271.092 -0.320 -0.125
271.094 -0.350 -0.125
271.097 -0.355 -0.135
271.100 -0.345 -0.125
271.103 -0.355 -0.120
271.106 -0.360 -0.115
271.108 -0.375 -0.110
271.111 -0.415 -0.135
271.114 -0.465 -0.125
271.117 -0.495 -0.120
271.119 -0.490 -0.105
271.122 -0.470 -0.110
271.125 -0.375 -0.105
271.128 -0.210 -0.110
271.131 0.020 -0.105
271.133 0.345 -0.095
271.136 0.705 -0.080
271.139 1.080 -0.085
271.142 1.335 -0.095
271.144 1.385 -0.125
271.147 1.200 -0.135
271.150 0.850 -0.130
271.153 0.510 -0.120
271.156 0.270 -0.095
271.158 0.135 -0.070
271.161 0.070 -0.055
271.164 -0.010 -0.065
271.167 -0.100 -0.050
271.169 -0.190 -0.050
271.172 -0.220 -0.060
271.175 -0.245 -0.085
271.178 -0.285 -0.100
271.181 -0.325 -0.115
271.183 -0.350 -0.105
271.186 -0.355 -0.105
271.189 -0.380 -0.110
271.192 -0.410 -0.100
271.194 -0.425 -0.120
271.197 -0.420 -0.110
271.200 -0.425 -0.115
271.203 -0.445 -0.110
271.206 -0.440 -0.100
271.208 -0.450 -0.115
271.211 -0.445 -0.120
271.214 -0.450 -0.125
271.217 -0.450 -0.125
271.219 -0.440 -0.110
271.222 -0.435 -0.110
271.225 -0.445 -0.110
271.228 -0.450 -0.115
271.231 -0.455 -0.125
271.233 -0.450 -0.115
271.236 -0.440 -0.095
271.239 -0.445 -0.095
271.242 -0.445 -0.105
271.244 -0.465 -0.110
271.247 -0.470 -0.115
271.250 -0.465 -0.110
271.253 -0.460 -0.110
271.256 -0.460 -0.115
271.258 -0.445 -0.105
271.261 -0.455 -0.100
271.264 -0.465 -0.110
271.267 -0.470 -0.105
271.269 -0.455 -0.080
271.272 -0.450 -0.075
271.275 -0.435 -0.085
271.278 -0.450 -0.090
271.281 -0.465 -0.085
271.283 -0.450 -0.085
271.286 -0.445 -0.080
271.289 -0.445 -0.075
271.292 -0.450 -0.080
271.294 -0.450 -0.090
271.297 -0.465 -0.085
271.300 -0.465 -0.085
271.303 -0.460 -0.080
271.306 -0.440 -0.090
271.308 -0.435 -0.105
271.311 -0.450 -0.120
271.314 -0.455 -0.120
271.317 -0.470 -0.120
271.319 -0.455 -0.115
271.322 -0.450 -0.115
271.325 -0.445 -0.125
271.328 -0.445 -0.130
271.331 -0.460 -0.125
271.333 -0.450 -0.120
271.336 -0.445 -0.110
271.339 -0.435 -0.105
271.342 -0.435 -0.120
271.344 -0.440 -0.125
271.347 -0.445 -0.135
271.350 -0.435 -0.120
271.353 -0.425 -0.110
271.356 -0.410 -0.100
271.358 -0.400 -0.105
271.361 -0.415 -0.110
271.364 -0.415 -0.115
271.367 -0.420 -0.110
271.369 -0.390 -0.110
271.372 -0.380 -0.110
271.375 -0.370 -0.115
271.378 -0.370 -0.130
271.381 -0.390 -0.125
271.383 -0.370 -0.120
271.386 -0.345 -0.105
271.389 -0.340 -0.100
271.392 -0.320 -0.110
271.394 -0.300 -0.125
271.397 -0.310 -0.125
271.400 -0.305 -0.100
271.403 -0.285 -0.090
271.406 -0.260 -0.100
271.408 -0.265 -0.090
271.411 -0.245 -0.110
271.414 -0.260 -0.105
271.417 -0.250 -0.090
271.419 -0.225 -0.080
271.422 -0.210 -0.085
271.425 -0.200 -0.085
271.428 -0.190 -0.105
271.431 -0.205 -0.110
271.433 -0.205 -0.115
271.436 -0.190 -0.105
271.439 -0.170 -0.115
271.442 -0.165 -0.125
271.444 -0.160 -0.135
271.447 -0.180 -0.130
271.450 -0.175 -0.120
271.453 -0.165 -0.120
271.456 -0.165 -0.125
271.458 -0.165 -0.125
271.461 -0.170 -0.135
271.464 -0.190 -0.130
271.467 -0.200 -0.130
271.469 -0.210 -0.120
271.472 -0.215 -0.115
271.475 -0.230 -0.115
271.478 -0.250 -0.125
271.481 -0.260 -0.115
271.483 -0.270 -0.115
271.486 -0.270 -0.100
271.489 -0.280 -0.105
271.492 -0.290 -0.110
271.494 -0.315 -0.105
271.497 -0.335 -0.110
271.500 -0.340 -0.100
271.503 -0.345 -0.095
271.506 -0.335 -0.095
271.508 -0.350 -0.110
271.511 -0.360 -0.110
271.514 -0.365 -0.120
271.517 -0.380 -0.095
271.519 -0.370 -0.080
271.522 -0.380 -0.075
271.525 -0.385 -0.085
271.528 -0.395 -0.090
271.531 -0.405 -0.085
271.533 -0.405 -0.075
271.536 -0.405 -0.065
271.539 -0.400 -0.065
271.542 -0.390 -0.060
271.544 -0.410 -0.065
271.547 -0.415 -0.095
271.550 -0.420 -0.065
271.553 -0.415 -0.065
271.556 -0.405 -0.070
271.558 -0.410 -0.065
271.561 -0.425 -0.080
271.564 -0.435 -0.090
271.567 -0.430 -0.085
271.569 -0.430 -0.080
271.572 -0.425 -0.095
271.575 -0.420 -0.095
271.578 -0.435 -0.100
271.581 -0.420 -0.095
271.583 -0.415 -0.095
271.586 -0.420 -0.095
271.589 -0.410 -0.095
271.592 -0.425 -0.100
271.594 -0.440 -0.100
271.597 -0.425 -0.110
271.600 -0.420 -0.095
271.603 -0.400 -0.085
271.606 -0.395 -0.090
271.608 -0.400 -0.105
271.611 -0.395 -0.115
271.614 -0.405 -0.125
271.617 -0.395 -0.125
271.619 -0.390 -0.105
271.622 -0.375 -0.105
271.625 -0.380 -0.105
271.628 -0.380 -0.120
271.631 -0.390 -0.115
271.633 -0.385 -0.105
271.636 -0.375 -0.090
271.639 -0.375 -0.105
271.642 -0.385 -0.095
271.644 -0.395 -0.115
271.647 -0.405 -0.115
271.650 -0.400 -0.085
271.653 -0.395 -0.075
271.656 -0.380 -0.065
271.658 -0.365 -0.075
271.661 -0.375 -0.075
271.664 -0.375 -0.080
271.667 -0.370 -0.080
271.669 -0.365 -0.060
271.672 -0.375 -0.060
271.675 -0.380 -0.060
271.678 -0.385 -0.080
271.681 -0.390 -0.080
271.683 -0.400 -0.080
271.686 -0.390 -0.075
271.689 -0.370 -0.075
271.692 -0.375 -0.080
271.694 -0.375 -0.085
271.697 -0.395 -0.090
271.700 -0.395 -0.100
271.703 -0.395 -0.080
271.706 -0.395 -0.085
271.708 -0.390 -0.095
271.711 -0.395 -0.110
271.714 -0.415 -0.120
271.717 -0.410 -0.105
271.719 -0.400 -0.100
271.722 -0.400 -0.095
271.725 -0.390 -0.095
271.728 -0.395 -0.115
271.731 -0.400 -0.115
271.733 -0.405 -0.090
271.736 -0.385 -0.100
271.739 -0.380 -0.105
271.742 -0.385 -0.095
271.744 -0.385 -0.105
271.747 -0.390 -0.110
271.750 -0.385 -0.115
271.753 -0.385 -0.100
271.756 -0.385 -0.105
271.758 -0.385 -0.100
271.761 -0.400 -0.110
271.764 -0.400 -0.110
271.767 -0.395 -0.095
271.769 -0.405 -0.090
271.772 -0.395 -0.095
271.775 -0.395 -0.100
271.778 -0.395 -0.100
271.781 -0.410 -0.105
271.783 -0.420 -0.095
271.786 -0.400 -0.080
271.789 -0.400 -0.090
271.792 -0.395 -0.080
271.794 -0.400 -0.080
271.797 -0.405 -0.085
271.800 -0.415 -0.065
271.803 -0.405 -0.065
271.806 -0.395 -0.060
271.808 -0.390 -0.070
271.811 -0.395 -0.065
271.814 -0.390 -0.080
271.817 -0.380 -0.090
271.819 -0.395 -0.070
271.822 -0.380 -0.080
271.825 -0.390 -0.085
271.828 -0.385 -0.095
271.831 -0.390 -0.110
271.833 -0.385 -0.110
271.836 -0.385 -0.105
271.839 -0.380 -0.095
271.842 -0.385 -0.100
271.844 -0.390 -0.115
271.847 -0.390 -0.115
271.850 -0.395 -0.105
271.853 -0.375 -0.100
271.856 -0.370 -0.100
271.858 -0.370 -0.095
271.861 -0.375 -0.105
271.864 -0.395 -0.105
271.867 -0.400 -0.100
271.869 -0.385 -0.090
271.872 -0.370 -0.085
271.875 -0.365 -0.090
271.878 -0.370 -0.105
271.881 -0.400 -0.110
271.883 -0.390 -0.090
271.886 -0.380 -0.090
271.889 -0.350 -0.070
271.892 -0.340 -0.075
271.894 -0.340 -0.095
271.897 -0.330 -0.095
271.900 -0.320 -0.095
271.903 -0.310 -0.085
271.906 -0.295 -0.085
271.908 -0.305 -0.080
271.911 -0.310 -0.085
271.914 -0.330 -0.080
271.917 -0.325 -0.065
271.919 -0.300 -0.060
271.922 -0.295 -0.060
271.925 -0.290 -0.040
271.928 -0.280 -0.040
271.931 -0.255 -0.060
271.933 -0.230 -0.060
271.936 -0.215 -0.060
271.939 -0.230 -0.070
271.942 -0.235 -0.065
271.944 -0.255 -0.090
271.947 -0.260 -0.085
271.950 -0.265 -0.085
271.953 -0.280 -0.075
271.956 -0.265 -0.075
271.958 -0.270 -0.105
271.961 -0.270 -0.125
271.964 -0.280 -0.125
271.967 -0.285 -0.115
271.969 -0.300 -0.105
271.972 -0.295 -0.095
271.975 -0.300 -0.105
271.978 -0.310 -0.115
271.981 -0.335 -0.125
271.983 -0.355 -0.110
271.986 -0.355 -0.100
271.989 -0.365 -0.115
271.992 -0.370 -0.100
271.994 -0.380 -0.110
271.997 -0.400 -0.115
272.000 -0.405 -0.110
272.003 -0.385 -0.110
272.006 -0.360 -0.085
272.008 -0.365 -0.105
272.011 -0.375 -0.105
272.014 -0.385 -0.125
272.017 -0.400 -0.100
272.019 -0.395 -0.095
272.022 -0.385 -0.095
272.025 -0.385 -0.100
272.028 -0.400 -0.110
272.031 -0.400 -0.110
272.033 -0.385 -0.090
272.036 -0.375 -0.080
272.039 -0.370 -0.075
272.042 -0.375 -0.070
272.044 -0.385 -0.080
272.047 -0.415 -0.080
272.050 -0.435 -0.065
272.053 -0.445 -0.060
272.056 -0.475 -0.060
272.058 -0.480 -0.060
272.061 -0.465 -0.065
272.064 -0.365 -0.070
272.067 -0.160 -0.050
272.069 0.115 -0.045
272.072 0.455 -0.050
272.075 0.850 -0.065
272.078 1.190 -0.100
272.081 1.365 -0.130
272.083 1.255 -0.145
272.086 0.935 -0.160
272.089 0.565 -0.160
272.092 0.245 -0.135
272.094 0.060 -0.115
272.097 -0.010 -0.095
272.100 -0.055 -0.080
272.103 -0.105 -0.065
272.106 -0.175 -0.085
272.108 -0.225 -0.085
272.111 -0.265 -0.085
272.114 -0.325 -0.100
272.117 -0.370 -0.090
272.119 -0.395 -0.090
272.122 -0.410 -0.095
272.125 -0.410 -0.105
272.128 -0.445 -0.105
272.131 -0.455 -0.120
272.133 -0.440 -0.105
272.136 -0.445 -0.090
272.139 -0.435 -0.085
272.142 -0.440 -0.085
272.144 -0.455 -0.100
272.147 -0.450 -0.105
272.150 -0.455 -0.095
272.153 -0.460 -0.090
272.156 -0.450 -0.075
272.158 -0.455 -0.075
272.161 -0.460 -0.080
272.164 -0.455 -0.080
272.167 -0.460 -0.085
272.169 -0.460 -0.070
272.172 -0.450 -0.065
272.175 -0.440 -0.065
272.178 -0.455 -0.080
272.181 -0.470 -0.075
272.183 -0.465 -0.065
272.186 -0.460 -0.055
272.189 -0.445 -0.065
272.192 -0.440 -0.065
272.194 -0.460 -0.070
272.197 -0.485 -0.075
272.200 -0.475 -0.070
272.203 -0.460 -0.070
272.206 -0.450 -0.075
272.208 -0.450 -0.085
272.211 -0.450 -0.095
272.214 -0.470 -0.105
272.217 -0.470 -0.090
272.219 -0.460 -0.080
272.222 -0.460 -0.095
272.225 -0.450 -0.095
272.228 -0.450 -0.105
272.231 -0.470 -0.105
272.233 -0.475 -0.100
272.236 -0.460 -0.090
272.239 -0.455 -0.085
272.242 -0.445 -0.100
272.244 -0.450 -0.105
272.247 -0.465 -0.115
272.250 -0.475 -0.110
272.253 -0.470 -0.090
272.256 -0.465 -0.090
272.258 -0.465 -0.095
272.261 -0.455 -0.100
272.264 -0.465 -0.090
272.267 -0.460 -0.080
272.269 -0.445 -0.070
272.272 -0.440 -0.080
272.275 -0.455 -0.085
272.278 -0.465 -0.100
272.281 -0.460 -0.100
272.283 -0.455 -0.080
272.286 -0.445 -0.070
272.289 -0.420 -0.070
272.292 -0.420 -0.075
272.294 -0.430 -0.090
272.297 -0.440 -0.080
272.300 -0.425 -0.070
272.303 -0.415 -0.055
272.306 -0.395 -0.065
272.308 -0.395 -0.055
272.311 -0.390 -0.065
272.314 -0.390 -0.070
272.317 -0.390 -0.055
272.319 -0.375 -0.065
272.322 -0.365 -0.065
272.325 -0.355 -0.075
272.328 -0.350 -0.080
272.331 -0.350 -0.100
272.333 -0.335 -0.100
272.336 -0.320 -0.085
272.339 -0.305 -0.070
272.342 -0.300 -0.085
272.344 -0.295 -0.115
272.347 -0.300 -0.110
272.350 -0.285 -0.100
272.353 -0.265 -0.090
272.356 -0.245 -0.090
272.358 -0.245 -0.090
272.361 -0.235 -0.105
272.364 -0.250 -0.115
272.367 -0.230 -0.110
272.369 -0.220 -0.100
272.372 -0.205 -0.095
272.375 -0.200 -0.100
272.378 -0.220 -0.115
272.381 -0.220 -0.110
272.383 -0.205 -0.095
272.386 -0.195 -0.095
272.389 -0.190 -0.095
272.392 -0.200 -0.105
272.394 -0.215 -0.105
272.397 -0.230 -0.110
272.400 -0.230 -0.110
272.403 -0.230 -0.085
272.406 -0.235 -0.085
272.408 -0.245 -0.085
272.411 -0.260 -0.090
272.414 -0.280 -0.095
272.417 -0.305 -0.075
272.419 -0.300 -0.065
272.422 -0.305 -0.055
272.425 -0.300 -0.055
272.428 -0.310 -0.055
272.431 -0.325 -0.065
272.433 -0.320 -0.050
272.436 -0.315 -0.050
272.439 -0.320 -0.045
272.442 -0.335 -0.055
272.444 -0.350 -0.040
272.447 -0.360 -0.060
272.450 -0.365 -0.045
272.453 -0.355 -0.040
272.456 -0.360 -0.045
272.458 -0.365 -0.055
272.461 -0.365 -0.090
272.464 -0.380 -0.100
272.467 -0.380 -0.080
272.469 -0.380 -0.085
272.472 -0.375 -0.080
272.475 -0.380 -0.090
272.478 -0.390 -0.090
272.481 -0.395 -0.085
272.483 -0.400 -0.085
272.486 -0.410 -0.070
272.489 -0.385 -0.070
272.492 -0.400 -0.070
272.494 -0.405 -0.085
272.497 -0.410 -0.090
272.500 -0.400 -0.065
272.503 -0.385 -0.070
272.506 -0.390 -0.070
272.508 -0.385 -0.085
272.511 -0.385 -0.085
272.514 -0.405 -0.095
272.517 -0.410 -0.080
272.519 -0.415 -0.060
272.522 -0.395 -0.060
272.525 -0.385 -0.075
272.528 -0.395 -0.075
272.531 -0.395 -0.090
272.533 -0.385 -0.075
272.536 -0.385 -0.075
272.539 -0.380 -0.065
272.542 -0.385 -0.055
272.544 -0.390 -0.075
272.547 -0.395 -0.075
272.550 -0.390 -0.055
272.553 -0.380 -0.045
272.556 -0.380 -0.055
272.558 -0.375 -0.050
272.561 -0.380 -0.060
272.564 -0.390 -0.055
