Time	MLII [mV]	V5 [mV]
203.147	-0.265	-0.220
203.150	-0.265	-0.220
203.153	-0.265	-0.225
203.156	-0.295	-0.225
203.158	-0.280	-0.225
203.161	-0.280	-0.215
203.164	-0.265	-0.215
203.167	-0.255	-0.220
203.169	-0.265	-0.220
203.172	-0.285	-0.240
203.175	-0.275	-0.230
203.178	-0.280	-0.220
203.181	-0.270	-0.220
203.183	-0.285	-0.235
203.186	-0.275	-0.225
203.189	-0.295	-0.230
203.192	-0.285	-0.235
203.194	-0.280	-0.225
203.197	-0.265	-0.230
203.200	-0.260	-0.220
203.203	-0.270	-0.235
203.206	-0.285	-0.245
203.208	-0.295	-0.235
203.211	-0.290	-0.230
203.214	-0.285	-0.235
203.217	-0.310	-0.235
203.219	-0.300	-0.240
203.222	-0.315	-0.255
203.225	-0.300	-0.250
203.228	-0.295	-0.225
203.231	-0.300	-0.240
203.233	-0.305	-0.250
203.236	-0.305	-0.245
203.239	-0.310	-0.260
203.242	-0.310	-0.245
203.244	-0.310	-0.220
203.247	-0.295	-0.235
203.250	-0.290	-0.245
203.253	-0.295	-0.255
203.256	-0.315	-0.260
203.258	-0.310	-0.250
203.261	-0.310	-0.235
203.264	-0.305	-0.235
203.267	-0.310	-0.245
203.269	-0.320	-0.260
203.272	-0.335	-0.255
203.275	-0.330	-0.265
203.278	-0.325	-0.255
203.281	-0.320	-0.250
203.283	-0.315	-0.245
203.286	-0.330	-0.260
203.289	-0.340	-0.275
203.292	-0.340	-0.245
203.294	-0.335	-0.245
203.297	-0.330	-0.245
203.300	-0.340	-0.250
203.303	-0.340	-0.265
203.306	-0.350	-0.255
203.308	-0.340	-0.255
203.311	-0.325	-0.235
203.314	-0.325	-0.240
203.317	-0.315	-0.240
203.319	-0.320	-0.255
203.322	-0.335	-0.260
203.325	-0.335	-0.250
203.328	-0.325	-0.255
203.331	-0.310	-0.250
203.333	-0.325	-0.255
203.336	-0.330	-0.265
203.339	-0.350	-0.270
203.342	-0.335	-0.255
203.344	-0.335	-0.245
203.347	-0.325	-0.260
203.350	-0.320	-0.250
203.353	-0.315	-0.260
203.356	-0.330	-0.270
203.358	-0.335	-0.250
203.361	-0.335	-0.255
203.364	-0.335	-0.245
203.367	-0.335	-0.260
203.369	-0.345	-0.260
203.372	-0.355	-0.280
203.375	-0.345	-0.270
203.378	-0.330	-0.255
203.381	-0.320	-0.255
203.383	-0.305	-0.255
203.386	-0.300	-0.265
203.389	-0.295	-0.250
203.392	-0.285	-0.245
203.394	-0.260	-0.240
203.397	-0.250	-0.250
203.400	-0.260	-0.240
203.403	-0.275	-0.250
203.406	-0.280	-0.245
203.408	-0.265	-0.240
203.411	-0.260	-0.225
203.414	-0.235	-0.225
203.417	-0.245	-0.235
203.419	-0.240	-0.240
203.422	-0.250	-0.235
203.425	-0.250	-0.230
203.428	-0.245	-0.210
203.431	-0.225	-0.215
203.433	-0.230	-0.205
203.436	-0.245	-0.225
203.439	-0.255	-0.215
203.442	-0.255	-0.205
203.444	-0.260	-0.205
203.447	-0.245	-0.210
203.450	-0.245	-0.200
203.453	-0.255	-0.215
203.456	-0.275	-0.210
203.458	-0.280	-0.195
203.461	-0.270	-0.200
203.464	-0.250	-0.215
203.467	-0.235	-0.215
203.469	-0.240	-0.230
203.472	-0.250	-0.235
203.475	-0.270	-0.245
203.478	-0.285	-0.225
203.481	-0.280	-0.225
203.483	-0.305	-0.225
203.486	-0.330	-0.245
203.489	-0.355	-0.250
203.492	-0.355	-0.245
203.494	-0.350	-0.250
203.497	-0.350	-0.250
203.500	-0.360	-0.260
203.503	-0.380	-0.255
203.506	-0.385	-0.265
203.508	-0.375	-0.245
203.511	-0.370	-0.240
203.514	-0.365	-0.245
203.517	-0.360	-0.255
203.519	-0.365	-0.270
203.522	-0.380	-0.275
203.525	-0.385	-0.265
203.528	-0.375	-0.255
203.531	-0.365	-0.255
203.533	-0.380	-0.270
203.536	-0.380	-0.290
203.539	-0.395	-0.285
203.542	-0.390	-0.275
203.544	-0.380	-0.260
203.547	-0.375	-0.260
203.550	-0.380	-0.265
203.553	-0.395	-0.260
203.556	-0.395	-0.275
203.558	-0.375	-0.265
203.561	-0.360	-0.255
203.564	-0.365	-0.270
203.567	-0.365	-0.300
203.569	-0.390	-0.345
203.572	-0.425	-0.355
203.575	-0.470	-0.365
203.578	-0.495	-0.385
203.581	-0.495	-0.405
203.583	-0.530	-0.390
203.586	-0.575	-0.325
203.589	-0.615	-0.230
203.592	-0.585	-0.115
203.594	-0.500	-0.035
203.597	-0.365	0.025
203.600	-0.230	0.110
203.603	-0.065	0.205
203.606	0.150	0.310
203.608	0.435	0.430
203.611	0.660	0.420
203.614	0.795	0.225
203.617	0.795	-0.080
203.619	0.625	-0.345
203.622	0.315	-0.440
203.625	-0.045	-0.410
203.628	-0.320	-0.345
203.631	-0.460	-0.325
203.633	-0.515	-0.315
203.636	-0.510	-0.315
203.639	-0.480	-0.310
203.642	-0.440	-0.310
203.644	-0.425	-0.305
203.647	-0.425	-0.295
203.650	-0.420	-0.305
203.653	-0.435	-0.310
203.656	-0.430	-0.305
203.658	-0.430	-0.305
203.661	-0.420	-0.285
203.664	-0.415	-0.305
203.667	-0.425	-0.305
203.669	-0.430	-0.305
203.672	-0.445	-0.315
203.675	-0.440	-0.310
203.678	-0.425	-0.300
203.681	-0.425	-0.300
203.683	-0.430	-0.300
203.686	-0.440	-0.320
203.689	-0.445	-0.325
203.692	-0.430	-0.315
203.694	-0.435	-0.290
203.697	-0.415	-0.290
203.700	-0.415	-0.300
203.703	-0.430	-0.305
203.706	-0.445	-0.305
203.708	-0.440	-0.305
203.711	-0.420	-0.285
203.714	-0.410	-0.290
203.717	-0.410	-0.290
203.719	-0.415	-0.300
203.722	-0.435	-0.310
203.725	-0.425	-0.290
203.728	-0.425	-0.295
203.731	-0.425	-0.300
203.733	-0.425	-0.310
203.736	-0.440	-0.305
203.739	-0.455	-0.310
203.742	-0.455	-0.295
203.744	-0.435	-0.290
203.747	-0.430	-0.285
203.750	-0.435	-0.290
203.753	-0.445	-0.290
203.756	-0.455	-0.305
203.758	-0.450	-0.295
203.761	-0.445	-0.300
203.764	-0.435	-0.290
203.767	-0.440	-0.280
203.769	-0.450	-0.295
203.772	-0.460	-0.300
203.775	-0.440	-0.290
203.778	-0.435	-0.275
203.781	-0.430	-0.285
203.783	-0.425	-0.295
203.786	-0.430	-0.300
203.789	-0.445	-0.320
203.792	-0.435	-0.305
203.794	-0.430	-0.305
203.797	-0.430	-0.310
203.800	-0.435	-0.300
203.803	-0.425	-0.325
203.806	-0.445	-0.340
203.808	-0.445	-0.330
203.811	-0.430	-0.315
203.814	-0.430	-0.305
203.817	-0.440	-0.310
203.819	-0.440	-0.325
203.822	-0.455	-0.330
203.825	-0.455	-0.325
203.828	-0.435	-0.320
203.831	-0.435	-0.330
203.833	-0.430	-0.330
203.836	-0.440	-0.340
203.839	-0.450	-0.350
203.842	-0.450	-0.345
203.844	-0.430	-0.345
203.847	-0.430	-0.360
203.850	-0.440	-0.355
203.853	-0.450	-0.385
203.856	-0.475	-0.380
203.858	-0.470	-0.385
203.861	-0.465	-0.380
203.864	-0.460	-0.380
203.867	-0.460	-0.400
203.869	-0.475	-0.420
203.872	-0.485	-0.440
203.875	-0.485	-0.425
203.878	-0.480	-0.415
203.881	-0.475	-0.430
203.883	-0.465	-0.410
203.886	-0.490	-0.435
203.889	-0.495	-0.430
203.892	-0.500	-0.420
203.894	-0.495	-0.405
203.897	-0.495	-0.415
203.900	-0.500	-0.405
203.903	-0.500	-0.415
203.906	-0.510	-0.410
203.908	-0.490	-0.395
203.911	-0.480	-0.365
203.914	-0.465	-0.360
203.917	-0.450	-0.355
203.919	-0.455	-0.350
203.922	-0.460	-0.355
203.925	-0.440	-0.335
203.928	-0.420	-0.320
203.931	-0.405	-0.295
203.933	-0.410	-0.285
203.936	-0.395	-0.290
203.939	-0.405	-0.285
203.942	-0.390	-0.265
203.944	-0.370	-0.250
203.947	-0.365	-0.255
203.950	-0.365	-0.260
203.953	-0.355	-0.270
203.956	-0.350	-0.265
203.958	-0.350	-0.245
203.961	-0.340	-0.245
203.964	-0.345	-0.255
203.967	-0.345	-0.260
203.969	-0.350	-0.270
203.972	-0.355	-0.255
203.975	-0.355	-0.250
203.978	-0.350	-0.230
203.981	-0.355	-0.235
203.983	-0.355	-0.240
203.986	-0.365	-0.255
203.989	-0.375	-0.255
203.992	-0.370	-0.260
203.994	-0.360	-0.230
203.997	-0.365	-0.235
204.000	-0.360	-0.235
204.003	-0.360	-0.250
204.006	-0.370	-0.255
204.008	-0.370	-0.250
204.011	-0.350	-0.240
204.014	-0.350	-0.245
204.017	-0.355	-0.250
204.019	-0.360	-0.260
204.022	-0.370	-0.250
204.025	-0.365	-0.245
204.028	-0.345	-0.240
204.031	-0.355	-0.240
204.033	-0.360	-0.265
204.036	-0.370	-0.265
204.039	-0.380	-0.280
204.042	-0.390	-0.260
204.044	-0.370	-0.260
204.047	-0.365	-0.250
204.050	-0.350	-0.260
204.053	-0.370	-0.265
204.056	-0.380	-0.280
204.058	-0.380	-0.280
204.061	-0.370	-0.260
204.064	-0.375	-0.260
204.067	-0.375	-0.270
204.069	-0.375	-0.280
204.072	-0.395	-0.285
204.075	-0.400	-0.285
204.078	-0.385	-0.265
204.081	-0.375	-0.275
204.083	-0.375	-0.275
204.086	-0.390	-0.290
204.089	-0.405	-0.295
204.092	-0.400	-0.285
204.094	-0.410	-0.280
204.097	-0.385	-0.285
204.100	-0.385	-0.290
204.103	-0.385	-0.300
204.106	-0.395	-0.300
204.108	-0.395	-0.285
204.111	-0.395	-0.280
204.114	-0.380	-0.285
204.117	-0.375	-0.280
204.119	-0.385	-0.300
204.122	-0.405	-0.305
204.125	-0.395	-0.285
204.128	-0.385	-0.280
204.131	-0.380	-0.275
204.133	-0.380	-0.285
204.136	-0.385	-0.295
204.139	-0.410	-0.300
204.142	-0.410	-0.295
204.144	-0.405	-0.285
204.147	-0.405	-0.285
204.150	-0.405	-0.290
204.153	-0.405	-0.300
204.156	-0.405	-0.300
204.158	-0.400	-0.285
204.161	-0.395	-0.270
204.164	-0.405	-0.280
204.167	-0.405	-0.285
204.169	-0.405	-0.290
204.172	-0.425	-0.300
204.175	-0.405	-0.295
204.178	-0.400	-0.280
204.181	-0.385	-0.285
204.183	-0.390	-0.285
204.186	-0.395	-0.305
204.189	-0.400	-0.305
204.192	-0.405	-0.275
204.194	-0.400	-0.270
204.197	-0.385	-0.275
204.200	-0.380	-0.285
204.203	-0.390	-0.290
204.206	-0.410	-0.300
204.208	-0.415	-0.295
204.211	-0.400	-0.285
204.214	-0.385	-0.285
204.217	-0.385	-0.285
204.219	-0.400	-0.295
204.222	-0.400	-0.300
204.225	-0.395	-0.290
204.228	-0.380	-0.280
204.231	-0.370	-0.295
204.233	-0.380	-0.290
204.236	-0.395	-0.310
204.239	-0.410	-0.305
204.242	-0.395	-0.305
204.244	-0.390	-0.285
204.247	-0.365	-0.285
204.250	-0.360	-0.290
204.253	-0.360	-0.300
204.256	-0.360	-0.315
204.258	-0.350	-0.305
204.261	-0.330	-0.295
204.264	-0.325	-0.280
204.267	-0.325	-0.285
204.269	-0.325	-0.275
204.272	-0.320	-0.280
204.275	-0.320	-0.275
204.278	-0.315	-0.255
204.281	-0.290	-0.265
204.283	-0.290	-0.260
204.286	-0.295	-0.270
204.289	-0.305	-0.275
204.292	-0.305	-0.265
204.294	-0.310	-0.255
204.297	-0.305	-0.245
204.300	-0.310	-0.240
204.303	-0.315	-0.250
204.306	-0.325	-0.260
204.308	-0.315	-0.255
204.311	-0.310	-0.250
204.314	-0.320	-0.235
204.317	-0.330	-0.240
204.319	-0.335	-0.255
204.322	-0.335	-0.270
204.325	-0.300	-0.275
204.328	-0.290	-0.275
204.331	-0.300	-0.270
204.333	-0.310	-0.280
204.336	-0.345	-0.290
204.339	-0.365	-0.290
204.342	-0.380	-0.285
204.344	-0.390	-0.265
204.347	-0.395	-0.285
204.350	-0.390	-0.285
204.353	-0.400	-0.295
204.356	-0.405	-0.300
204.358	-0.420	-0.285
204.361	-0.400	-0.280
204.364	-0.395	-0.285
204.367	-0.395	-0.285
204.369	-0.410	-0.305
204.372	-0.425	-0.310
204.375	-0.425	-0.315
204.378	-0.425	-0.290
204.381	-0.420	-0.285
204.383	-0.420	-0.275
204.386	-0.420	-0.300
204.389	-0.435	-0.295
204.392	-0.425	-0.300
204.394	-0.420	-0.280
204.397	-0.420	-0.285
204.400	-0.415	-0.290
204.403	-0.425	-0.295
204.406	-0.430	-0.305
204.408	-0.425	-0.290
204.411	-0.425	-0.295
204.414	-0.435	-0.315
204.417	-0.435	-0.330
204.419	-0.460	-0.345
204.422	-0.495	-0.365
204.425	-0.530	-0.365
204.428	-0.520	-0.350
204.431	-0.490	-0.350
204.433	-0.485	-0.380
204.436	-0.500	-0.415
204.439	-0.520	-0.440
204.442	-0.570	-0.425
204.444	-0.600	-0.380
204.447	-0.615	-0.315
204.450	-0.620	-0.230
204.453	-0.580	-0.150
204.456	-0.510	-0.065
204.458	-0.405	0.010
204.461	-0.275	0.090
204.464	-0.120	0.190
204.467	0.090	0.305
204.469	0.350	0.405
204.472	0.585	0.455
204.475	0.765	0.335
204.478	0.840	0.060
204.481	0.755	-0.260
204.483	0.455	-0.435
204.486	0.050	-0.440
204.489	-0.290	-0.385
204.492	-0.485	-0.330
204.494	-0.535	-0.315
204.497	-0.510	-0.310
204.500	-0.485	-0.305
204.503	-0.460	-0.320
204.506	-0.450	-0.310
204.508	-0.445	-0.315
204.511	-0.440	-0.290
204.514	-0.420	-0.295
204.517	-0.425	-0.305
204.519	-0.430	-0.310
204.522	-0.445	-0.310
204.525	-0.450	-0.295
204.528	-0.440	-0.290
204.531	-0.435	-0.290
204.533	-0.435	-0.280
204.536	-0.435	-0.300
204.539	-0.455	-0.305
204.542	-0.445	-0.290
204.544	-0.435	-0.285
204.547	-0.435	-0.280
204.550	-0.425	-0.280
204.553	-0.435	-0.285
204.556	-0.430	-0.285
204.558	-0.435	-0.280
204.561	-0.430	-0.260
204.564	-0.415	-0.265
204.567	-0.425	-0.260
204.569	-0.430	-0.280
204.572	-0.430	-0.280
204.575	-0.420	-0.280
204.578	-0.430	-0.260
204.581	-0.420	-0.255
204.583	-0.415	-0.265
204.586	-0.415	-0.280
204.589	-0.425	-0.280
204.592	-0.435	-0.265
204.594	-0.440	-0.260
204.597	-0.415	-0.255
204.600	-0.425	-0.255
204.603	-0.445	-0.270
204.606	-0.435	-0.275
204.608	-0.445	-0.275
204.611	-0.430	-0.260
204.614	-0.415	-0.265
204.617	-0.415	-0.255
204.619	-0.420	-0.270
204.622	-0.430	-0.270
204.625	-0.430	-0.255
204.628	-0.415	-0.245
204.631	-0.405	-0.260
204.633	-0.415	-0.245
204.636	-0.420	-0.265
204.639	-0.420	-0.280
204.642	-0.425	-0.275
204.644	-0.410	-0.260
204.647	-0.405	-0.250
204.650	-0.410	-0.260
204.653	-0.415	-0.260
204.656	-0.415	-0.275
204.658	-0.410	-0.270
204.661	-0.400	-0.260
204.664	-0.400	-0.260
204.667	-0.390	-0.275
204.669	-0.390	-0.295
204.672	-0.410	-0.290
204.675	-0.415	-0.285
204.678	-0.405	-0.270
204.681	-0.390	-0.275
204.683	-0.400	-0.285
204.686	-0.415	-0.300
204.689	-0.415	-0.310
204.692	-0.425	-0.310
204.694	-0.420	-0.305
204.697	-0.415	-0.310
204.700	-0.415	-0.315
204.703	-0.420	-0.335
204.706	-0.435	-0.355
204.708	-0.445	-0.350
204.711	-0.435	-0.340
204.714	-0.430	-0.360
204.717	-0.430	-0.360
204.719	-0.425	-0.375
204.722	-0.455	-0.380
204.725	-0.450	-0.385
204.728	-0.450	-0.370
204.731	-0.440	-0.395
204.733	-0.450	-0.395
204.736	-0.455	-0.405
204.739	-0.470	-0.405
204.742	-0.470	-0.400
204.744	-0.460	-0.380
204.747	-0.455	-0.380
204.750	-0.460	-0.385
204.753	-0.460	-0.385
204.756	-0.460	-0.370
204.758	-0.460	-0.350
204.761	-0.445	-0.325
204.764	-0.425	-0.310
204.767	-0.425	-0.300
204.769	-0.420	-0.300
204.772	-0.410	-0.300
204.775	-0.395	-0.275
204.778	-0.375	-0.255
204.781	-0.360	-0.240
204.783	-0.355	-0.220
204.786	-0.350	-0.235
204.789	-0.360	-0.230
204.792	-0.345	-0.210
204.794	-0.330	-0.200
204.797	-0.310	-0.195
204.800	-0.310	-0.200
204.803	-0.320	-0.200
204.806	-0.320	-0.195
204.808	-0.315	-0.180
204.811	-0.310	-0.180
204.814	-0.300	-0.165
204.817	-0.295	-0.175
204.819	-0.300	-0.175
204.822	-0.310	-0.185
204.825	-0.310	-0.165
204.828	-0.295	-0.180
204.831	-0.290	-0.170
204.833	-0.300	-0.170
204.836	-0.305	-0.185
204.839	-0.305	-0.180
204.842	-0.310	-0.175
204.844	-0.305	-0.175
204.847	-0.300	-0.170
204.850	-0.300	-0.175
204.853	-0.300	-0.190
204.856	-0.315	-0.195
204.858	-0.320	-0.175
204.861	-0.295	-0.175
204.864	-0.295	-0.170
204.867	-0.290	-0.170
204.869	-0.295	-0.185
204.872	-0.310	-0.205
204.875	-0.310	-0.185
204.878	-0.300	-0.170
204.881	-0.300	-0.185
204.883	-0.300	-0.175
204.886	-0.300	-0.195
204.889	-0.315	-0.200
204.892	-0.315	-0.200
204.894	-0.305	-0.185
204.897	-0.300	-0.185
204.900	-0.315	-0.195
204.903	-0.320	-0.200
204.906	-0.330	-0.205
204.908	-0.325	-0.200
204.911	-0.310	-0.185
204.914	-0.310	-0.200
204.917	-0.315	-0.200
204.919	-0.315	-0.200
204.922	-0.325	-0.205
204.925	-0.320	-0.205
204.928	-0.315	-0.195
204.931	-0.310	-0.200
204.933	-0.305	-0.190
204.936	-0.325	-0.200
204.939	-0.345	-0.210
204.942	-0.345	-0.200
204.944	-0.320	-0.195
204.947	-0.310	-0.200
204.950	-0.315	-0.195
204.953	-0.325	-0.200
204.956	-0.330	-0.210
204.958	-0.335	-0.200
204.961	-0.325	-0.190
204.964	-0.315	-0.205
204.967	-0.320	-0.200
204.969	-0.325	-0.205
204.972	-0.330	-0.215
204.975	-0.340	-0.205
204.978	-0.330	-0.195
204.981	-0.325	-0.195
204.983	-0.325	-0.200
204.986	-0.340	-0.215
204.989	-0.350	-0.210
204.992	-0.345	-0.210
204.994	-0.330	-0.200
204.997	-0.325	-0.190
205.000	-0.330	-0.190
205.003	-0.335	-0.210
205.006	-0.340	-0.225
205.008	-0.355	-0.200
205.011	-0.340	-0.200
205.014	-0.330	-0.200
205.017	-0.340	-0.190
205.019	-0.330	-0.195
205.022	-0.340	-0.205
205.025	-0.330	-0.200
205.028	-0.325	-0.190
205.031	-0.310	-0.195
205.033	-0.320	-0.200
205.036	-0.325	-0.210
205.039	-0.335	-0.210
205.042	-0.345	-0.190
205.044	-0.335	-0.180
205.047	-0.325	-0.185
205.050	-0.315	-0.190
205.053	-0.325	-0.195
205.056	-0.340	-0.205
205.058	-0.345	-0.200
205.061	-0.325	-0.170
205.064	-0.320	-0.175
205.067	-0.320	-0.175
205.069	-0.325	-0.200
205.072	-0.330	-0.185
205.075	-0.330	-0.170
205.078	-0.325	-0.165
205.081	-0.300	-0.170
205.083	-0.310	-0.180
205.086	-0.310	-0.190
205.089	-0.315	-0.195
205.092	-0.310	-0.185
205.094	-0.285	-0.185
205.097	-0.250	-0.175
205.100	-0.255	-0.175
205.103	-0.255	-0.185
205.106	-0.250	-0.195
205.108	-0.245	-0.185
205.111	-0.250	-0.170
205.114	-0.230	-0.170
205.117	-0.240	-0.160
205.119	-0.225	-0.165
205.122	-0.225	-0.155
205.125	-0.215	-0.150
205.128	-0.195	-0.145
205.131	-0.200	-0.135
205.133	-0.210	-0.135
205.136	-0.220	-0.155
205.139	-0.225	-0.155
205.142	-0.230	-0.120
205.144	-0.230	-0.105
205.147	-0.225	-0.105
205.150	-0.225	-0.120
205.153	-0.230	-0.125
205.156	-0.245	-0.140
205.158	-0.250	-0.145
205.161	-0.235	-0.115
205.164	-0.220	-0.135
205.167	-0.190	-0.125
205.169	-0.200	-0.160
205.172	-0.220	-0.165
205.175	-0.245	-0.150
205.178	-0.265	-0.160
205.181	-0.260	-0.150
205.183	-0.275	-0.155
205.186	-0.300	-0.170
205.189	-0.315	-0.180
205.192	-0.340	-0.175
205.194	-0.330	-0.180
205.197	-0.325	-0.170
205.200	-0.330	-0.170
205.203	-0.335	-0.170
205.206	-0.335	-0.185
205.208	-0.345	-0.190
205.211	-0.340	-0.165
205.214	-0.335	-0.175
205.217	-0.340	-0.185
205.219	-0.345	-0.195
205.222	-0.350	-0.205
205.225	-0.365	-0.195
205.228	-0.345	-0.185
205.231	-0.330	-0.185
205.233	-0.345	-0.170
205.236	-0.340	-0.205
205.239	-0.355	-0.205
205.242	-0.355	-0.200
205.244	-0.345	-0.190
205.247	-0.330	-0.195
205.250	-0.345	-0.205
205.253	-0.355	-0.245
205.256	-0.380	-0.270
205.258	-0.400	-0.295
205.261	-0.425	-0.315
205.264	-0.455	-0.340
205.267	-0.485	-0.365
205.269	-0.515	-0.390
205.272	-0.570	-0.355
205.275	-0.620	-0.295
205.278	-0.610	-0.200
205.281	-0.560	-0.110
205.283	-0.500	0.005
205.286	-0.435	0.085
205.289	-0.335	0.190
205.292	-0.220	0.290
205.294	-0.100	0.405
205.297	0.085	0.525
205.300	0.335	0.625
205.303	0.600	0.725
205.306	0.795	0.790
205.308	0.940	0.750
205.311	1.025	0.555
205.314	1.025	0.210
205.317	0.825	-0.110
205.319	0.435	-0.235
205.322	-0.010	-0.235
205.325	-0.340	-0.200
205.328	-0.475	-0.210
205.331	-0.450	-0.200
205.333	-0.400	-0.190
205.336	-0.365	-0.215
205.339	-0.350	-0.225
205.342	-0.375	-0.225
205.344	-0.375	-0.220
205.347	-0.360	-0.225
205.350	-0.360	-0.225
205.353	-0.380	-0.235
205.356	-0.385	-0.235
205.358	-0.395	-0.235
205.361	-0.390	-0.225
205.364	-0.375	-0.235
205.367	-0.390	-0.235
205.369	-0.400	-0.250
205.372	-0.390	-0.240
205.375	-0.410	-0.235
205.378	-0.385	-0.230
205.381	-0.380	-0.215
205.383	-0.380	-0.220
205.386	-0.380	-0.240
205.389	-0.390	-0.235
205.392	-0.400	-0.235
205.394	-0.380	-0.215
205.397	-0.365	-0.210
205.400	-0.375	-0.220
205.403	-0.370	-0.235
205.406	-0.375	-0.245
205.408	-0.375	-0.230
205.411	-0.385	-0.215
205.414	-0.365	-0.225
205.417	-0.370	-0.210
205.419	-0.390	-0.220
205.422	-0.385	-0.230
205.425	-0.385	-0.225
205.428	-0.375	-0.220
205.431	-0.370	-0.210
205.433	-0.365	-0.205
205.436	-0.380	-0.235
205.439	-0.380	-0.235
205.442	-0.375	-0.225
205.444	-0.375	-0.215
205.447	-0.360	-0.210
205.450	-0.370	-0.220
205.453	-0.370	-0.240
205.456	-0.375	-0.230
205.458	-0.375	-0.225
205.461	-0.360	-0.210
205.464	-0.360	-0.225
205.467	-0.370	-0.220
205.469	-0.370	-0.240
205.472	-0.370	-0.245
205.475	-0.375	-0.240
205.478	-0.365	-0.225
205.481	-0.350	-0.230
205.483	-0.360	-0.230
205.486	-0.350	-0.250
205.489	-0.370	-0.250
205.492	-0.360	-0.245
205.494	-0.360	-0.235
205.497	-0.345	-0.230
205.500	-0.360	-0.245
205.503	-0.355	-0.265
205.506	-0.360	-0.275
205.508	-0.360	-0.270
205.511	-0.355	-0.260
205.514	-0.350	-0.260
205.517	-0.360	-0.270
205.519	-0.360	-0.295
205.522	-0.360	-0.295
205.525	-0.370	-0.295
205.528	-0.360	-0.295
205.531	-0.355	-0.300
205.533	-0.360	-0.300
205.536	-0.360	-0.325
205.539	-0.365	-0.340
205.542	-0.375	-0.335
205.544	-0.355	-0.335
205.547	-0.355	-0.340
205.550	-0.365	-0.350
205.553	-0.365	-0.360
205.556	-0.370	-0.370
205.558	-0.375	-0.365
205.561	-0.370	-0.360
205.564	-0.360	-0.365
205.567	-0.365	-0.365
205.569	-0.365	-0.375
205.572	-0.370	-0.375
205.575	-0.385	-0.370
205.578	-0.365	-0.350
205.581	-0.360	-0.340
205.583	-0.365	-0.335
205.586	-0.365	-0.335
205.589	-0.380	-0.320
205.592	-0.360	-0.300
205.594	-0.355	-0.275
205.597	-0.330	-0.250
205.600	-0.325	-0.240
205.603	-0.330	-0.245
205.606	-0.325	-0.235
205.608	-0.330	-0.225
205.611	-0.315	-0.210
205.614	-0.295	-0.185
205.617	-0.290	-0.180
205.619	-0.290	-0.190
205.622	-0.285	-0.175
205.625	-0.275	-0.175
205.628	-0.255	-0.150
205.631	-0.245	-0.155
205.633	-0.245	-0.150
205.636	-0.260	-0.175
205.639	-0.265	-0.175
205.642	-0.265	-0.165
205.644	-0.255	-0.145
205.647	-0.255	-0.150
205.650	-0.245	-0.155
205.653	-0.265	-0.160
205.656	-0.265	-0.170
205.658	-0.265	-0.165
205.661	-0.265	-0.145
205.664	-0.250	-0.150
205.667	-0.260	-0.150
205.669	-0.280	-0.150
205.672	-0.270	-0.160
205.675	-0.275	-0.165
205.678	-0.265	-0.160
205.681	-0.260	-0.165
205.683	-0.265	-0.150
205.686	-0.260	-0.170
205.689	-0.265	-0.170
205.692	-0.270	-0.165
205.694	-0.270	-0.150
205.697	-0.265	-0.150
205.700	-0.250	-0.160
205.703	-0.270	-0.165
205.706	-0.275	-0.175
205.708	-0.275	-0.170
205.711	-0.275	-0.160
205.714	-0.260	-0.160
205.717	-0.265	-0.160
205.719	-0.270	-0.170
205.722	-0.280	-0.180
205.725	-0.285	-0.170
205.728	-0.275	-0.165
205.731	-0.270	-0.165
205.733	-0.280	-0.185
205.736	-0.290	-0.180
205.739	-0.290	-0.185
205.742	-0.305	-0.185
205.744	-0.290	-0.170
205.747	-0.280	-0.180
205.750	-0.285	-0.185
205.753	-0.295	-0.195
205.756	-0.300	-0.180
205.758	-0.300	-0.180
205.761	-0.290	-0.180
205.764	-0.285	-0.185
205.767	-0.285	-0.180
205.769	-0.305	-0.195
205.772	-0.310	-0.200
205.775	-0.300	-0.195
205.778	-0.295	-0.175
205.781	-0.285	-0.170
205.783	-0.290	-0.185
205.786	-0.290	-0.195
205.789	-0.295	-0.200
205.792	-0.295	-0.200
205.794	-0.300	-0.190
205.797	-0.270	-0.175
205.800	-0.295	-0.190
205.803	-0.310	-0.190
205.806	-0.305	-0.195
205.808	-0.315	-0.190
205.811	-0.305	-0.190
205.814	-0.300	-0.180
205.817	-0.295	-0.180
205.819	-0.300	-0.185
205.822	-0.295	-0.190
205.825	-0.310	-0.185
205.828	-0.305	-0.170
205.831	-0.295	-0.175
205.833	-0.290	-0.185
205.836	-0.295	-0.185
205.839	-0.310	-0.190
205.842	-0.305	-0.180
205.844	-0.290	-0.165
205.847	-0.280	-0.170
205.850	-0.280	-0.170
205.853	-0.290	-0.170
205.856	-0.285	-0.180
205.858	-0.290	-0.175
205.861	-0.280	-0.165
205.864	-0.275	-0.165
205.867	-0.285	-0.160
205.869	-0.295	-0.175
205.872	-0.295	-0.175
205.875	-0.305	-0.175
205.878	-0.285	-0.165
205.881	-0.270	-0.160
205.883	-0.270	-0.150
205.886	-0.265	-0.170
205.889	-0.255	-0.180
205.892	-0.245	-0.175
205.894	-0.225	-0.170
205.897	-0.220	-0.160
205.900	-0.225	-0.165
205.903	-0.225	-0.175
205.906	-0.225	-0.180
205.908	-0.225	-0.180
205.911	-0.215	-0.170
205.914	-0.205	-0.155
205.917	-0.220	-0.150
205.919	-0.215	-0.160
205.922	-0.210	-0.155
205.925	-0.200	-0.155
205.928	-0.180	-0.140
