Time,MLII [mV],V5 [mV]
267.983,-0.700,-0.670
267.986,-0.720,-0.660
267.989,-0.730,-0.685
267.992,-0.735,-0.680
267.994,-0.740,-0.680
267.997,-0.730,-0.665
268.000,-0.725,-0.660
268.003,-0.735,-0.650
268.006,-0.710,-0.645
268.008,-0.710,-0.660
268.011,-0.720,-0.665
268.014,-0.715,-0.685
268.017,-0.720,-0.690
268.019,-0.740,-0.690
268.022,-0.755,-0.690
268.025,-0.745,-0.690
268.028,-0.740,-0.665
268.031,-0.750,-0.645
268.033,-0.760,-0.655
268.036,-0.745,-0.640
268.039,-0.760,-0.635
268.042,-0.745,-0.645
268.044,-0.745,-0.665
268.047,-0.735,-0.670
268.050,-0.745,-0.670
268.053,-0.755,-0.670
268.056,-0.755,-0.685
268.058,-0.760,-0.680
268.061,-0.755,-0.665
268.064,-0.755,-0.665
268.067,-0.745,-0.645
268.069,-0.735,-0.635
268.072,-0.735,-0.630
268.075,-0.720,-0.660
268.078,-0.725,-0.650
268.081,-0.735,-0.660
268.083,-0.755,-0.680
268.086,-0.755,-0.690
268.089,-0.760,-0.680
268.092,-0.795,-0.710
268.094,-0.790,-0.700
268.097,-0.770,-0.685
268.100,-0.765,-0.665
268.103,-0.740,-0.650
268.106,-0.725,-0.635
268.108,-0.735,-0.675
268.111,-0.735,-0.665
268.114,-0.740,-0.665
268.117,-0.755,-0.670
268.119,-0.765,-0.700
268.122,-0.770,-0.670
268.125,-0.760,-0.695
268.128,-0.775,-0.680
268.131,-0.765,-0.680
268.133,-0.745,-0.675
268.136,-0.735,-0.670
268.139,-0.745,-0.670
268.142,-0.750,-0.660
268.144,-0.765,-0.675
268.147,-0.770,-0.685
268.150,-0.760,-0.680
268.153,-0.765,-0.685
268.156,-0.770,-0.695
268.158,-0.770,-0.700
268.161,-0.770,-0.695
268.164,-0.765,-0.680
268.167,-0.770,-0.680
268.169,-0.760,-0.665
268.172,-0.730,-0.660
268.175,-0.750,-0.660
268.178,-0.740,-0.670
268.181,-0.745,-0.685
268.183,-0.750,-0.680
268.186,-0.750,-0.685
268.189,-0.775,-0.690
268.192,-0.760,-0.695
268.194,-0.755,-0.680
268.197,-0.755,-0.690
268.200,-0.750,-0.660
268.203,-0.740,-0.650
268.206,-0.735,-0.630
268.208,-0.720,-0.640
268.211,-0.725,-0.630
268.214,-0.715,-0.660
268.217,-0.735,-0.655
268.219,-0.745,-0.655
268.222,-0.755,-0.670
268.225,-0.760,-0.665
268.228,-0.770,-0.665
268.231,-0.750,-0.655
268.233,-0.755,-0.635
268.236,-0.745,-0.630
268.239,-0.735,-0.620
268.242,-0.715,-0.640
268.244,-0.710,-0.625
268.247,-0.725,-0.645
268.250,-0.730,-0.650
268.253,-0.745,-0.650
268.256,-0.765,-0.670
268.258,-0.755,-0.665
268.261,-0.740,-0.655
268.264,-0.745,-0.655
268.267,-0.730,-0.640
268.269,-0.725,-0.640
268.272,-0.720,-0.635
268.275,-0.720,-0.650
268.278,-0.710,-0.660
268.281,-0.740,-0.680
268.283,-0.730,-0.655
268.286,-0.735,-0.665
268.289,-0.755,-0.660
268.292,-0.765,-0.670
268.294,-0.770,-0.670
268.297,-0.755,-0.665
268.300,-0.735,-0.655
268.303,-0.730,-0.650
268.306,-0.705,-0.645
268.308,-0.700,-0.640
268.311,-0.720,-0.630
268.314,-0.705,-0.660
268.317,-0.720,-0.660
268.319,-0.730,-0.665
268.322,-0.745,-0.665
268.325,-0.745,-0.675
268.328,-0.755,-0.685
268.331,-0.740,-0.680
268.333,-0.730,-0.670
268.336,-0.730,-0.655
268.339,-0.715,-0.650
268.342,-0.710,-0.655
268.344,-0.715,-0.645
268.347,-0.720,-0.645
268.350,-0.710,-0.660
268.353,-0.725,-0.665
268.356,-0.730,-0.670
268.358,-0.735,-0.655
268.361,-0.735,-0.640
268.364,-0.720,-0.665
268.367,-0.725,-0.655
268.369,-0.720,-0.625
268.372,-0.705,-0.625
268.375,-0.715,-0.640
268.378,-0.720,-0.650
268.381,-0.730,-0.650
268.383,-0.725,-0.640
268.386,-0.730,-0.660
268.389,-0.740,-0.650
268.392,-0.755,-0.655
268.394,-0.740,-0.640
268.397,-0.710,-0.620
268.400,-0.685,-0.605
268.403,-0.680,-0.595
268.406,-0.660,-0.575
268.408,-0.630,-0.585
268.411,-0.640,-0.600
268.414,-0.630,-0.635
268.417,-0.625,-0.640
268.419,-0.630,-0.635
268.422,-0.640,-0.620
268.425,-0.660,-0.615
268.428,-0.650,-0.595
268.431,-0.630,-0.570
268.433,-0.630,-0.550
268.436,-0.585,-0.530
268.439,-0.570,-0.510
268.442,-0.535,-0.505
268.444,-0.525,-0.505
268.447,-0.530,-0.485
268.450,-0.535,-0.475
268.453,-0.550,-0.465
268.456,-0.565,-0.460
268.458,-0.585,-0.460
268.461,-0.605,-0.470
268.464,-0.605,-0.465
268.467,-0.620,-0.470
268.469,-0.600,-0.475
268.472,-0.605,-0.485
268.475,-0.625,-0.480
268.478,-0.630,-0.495
268.481,-0.655,-0.515
268.483,-0.680,-0.535
268.486,-0.700,-0.545
268.489,-0.715,-0.550
268.492,-0.735,-0.580
268.494,-0.735,-0.575
268.497,-0.740,-0.605
268.500,-0.720,-0.595
268.503,-0.715,-0.585
268.506,-0.700,-0.585
268.508,-0.710,-0.595
268.511,-0.710,-0.590
268.514,-0.725,-0.610
268.517,-0.750,-0.635
268.519,-0.770,-0.635
268.522,-0.755,-0.630
268.525,-0.765,-0.660
268.528,-0.770,-0.640
268.531,-0.765,-0.640
268.533,-0.765,-0.610
268.536,-0.735,-0.620
268.539,-0.735,-0.610
268.542,-0.720,-0.640
268.544,-0.735,-0.630
268.547,-0.730,-0.640
268.550,-0.730,-0.640
268.553,-0.740,-0.645
268.556,-0.755,-0.645
268.558,-0.750,-0.645
268.561,-0.755,-0.645
268.564,-0.740,-0.625
268.567,-0.735,-0.600
268.569,-0.725,-0.585
268.572,-0.695,-0.580
268.575,-0.680,-0.605
268.578,-0.630,-0.585
268.581,-0.570,-0.550
268.583,-0.495,-0.470
268.586,-0.400,-0.355
268.589,-0.285,-0.175
268.592,-0.150,0.030
268.594,-0.020,0.280
268.597,0.070,0.530
268.600,0.090,0.740
268.603,0.010,0.890
268.606,-0.175,0.960
268.608,-0.430,0.900
268.611,-0.725,0.730
268.614,-1.010,0.445
268.617,-1.280,0.080
268.619,-1.480,-0.290
268.622,-1.605,-0.675
268.625,-1.630,-0.960
268.628,-1.600,-1.115
268.631,-1.490,-1.140
268.633,-1.355,-1.035
268.636,-1.245,-0.900
268.639,-1.150,-0.815
268.642,-1.080,-0.740
268.644,-1.015,-0.730
268.647,-0.930,-0.695
268.650,-0.875,-0.680
268.653,-0.805,-0.665
268.656,-0.755,-0.645
268.658,-0.745,-0.605
268.661,-0.710,-0.590
268.664,-0.715,-0.575
268.667,-0.705,-0.580
268.669,-0.710,-0.555
268.672,-0.700,-0.560
268.675,-0.665,-0.570
268.678,-0.660,-0.565
268.681,-0.675,-0.565
268.683,-0.665,-0.575
268.686,-0.655,-0.565
268.689,-0.665,-0.570
268.692,-0.655,-0.560
268.694,-0.655,-0.560
268.697,-0.635,-0.555
268.700,-0.635,-0.535
268.703,-0.610,-0.550
268.706,-0.610,-0.545
268.708,-0.590,-0.550
268.711,-0.595,-0.555
268.714,-0.595,-0.555
268.717,-0.600,-0.560
268.719,-0.610,-0.565
268.722,-0.625,-0.565
268.725,-0.620,-0.565
268.728,-0.635,-0.560
268.731,-0.615,-0.540
268.733,-0.605,-0.530
268.736,-0.580,-0.510
268.739,-0.580,-0.510
268.742,-0.565,-0.485
268.744,-0.560,-0.505
268.747,-0.550,-0.515
268.750,-0.575,-0.520
268.753,-0.575,-0.525
268.756,-0.585,-0.515
268.758,-0.565,-0.510
268.761,-0.580,-0.505
268.764,-0.570,-0.475
268.767,-0.555,-0.465
268.769,-0.545,-0.450
268.772,-0.540,-0.425
268.775,-0.515,-0.415
268.778,-0.515,-0.415
268.781,-0.505,-0.410
268.783,-0.500,-0.430
268.786,-0.510,-0.425
268.789,-0.515,-0.420
268.792,-0.515,-0.410
268.794,-0.510,-0.400
268.797,-0.515,-0.390
268.800,-0.485,-0.355
268.803,-0.470,-0.345
268.806,-0.460,-0.335
268.808,-0.465,-0.320
268.811,-0.445,-0.315
268.814,-0.435,-0.320
268.817,-0.460,-0.325
268.819,-0.460,-0.330
268.822,-0.440,-0.315
268.825,-0.435,-0.310
268.828,-0.415,-0.280
268.831,-0.385,-0.265
268.833,-0.355,-0.250
268.836,-0.345,-0.215
268.839,-0.305,-0.220
268.842,-0.295,-0.200
268.844,-0.270,-0.205
268.847,-0.270,-0.190
268.850,-0.270,-0.180
268.853,-0.285,-0.170
268.856,-0.265,-0.170
268.858,-0.260,-0.160
268.861,-0.245,-0.145
268.864,-0.230,-0.105
268.867,-0.200,-0.085
268.869,-0.175,-0.075
268.872,-0.155,-0.040
268.875,-0.130,-0.045
268.878,-0.115,-0.025
268.881,-0.125,-0.025
268.883,-0.100,-0.015
268.886,-0.115,-0.035
268.889,-0.115,-0.020
268.892,-0.105,0.000
268.894,-0.120,-0.005
268.897,-0.095,0.015
268.900,-0.095,0.025
268.903,-0.070,0.055
268.906,-0.070,0.045
268.908,-0.070,0.050
268.911,-0.055,0.050
268.914,-0.075,0.040
268.917,-0.070,0.015
268.919,-0.080,0.005
268.922,-0.090,0.000
268.925,-0.110,-0.005
268.928,-0.125,-0.035
268.931,-0.130,-0.040
268.933,-0.140,-0.045
268.936,-0.170,-0.065
268.939,-0.180,-0.070
268.942,-0.210,-0.110
268.944,-0.210,-0.145
268.947,-0.240,-0.170
268.950,-0.285,-0.220
268.953,-0.335,-0.250
268.956,-0.365,-0.285
268.958,-0.385,-0.315
268.961,-0.420,-0.340
268.964,-0.435,-0.350
268.967,-0.460,-0.360
268.969,-0.470,-0.370
268.972,-0.475,-0.400
268.975,-0.500,-0.425
268.978,-0.515,-0.445
268.981,-0.540,-0.455
268.983,-0.560,-0.485
268.986,-0.565,-0.515
268.989,-0.590,-0.525
268.992,-0.605,-0.535
268.994,-0.615,-0.545
268.997,-0.630,-0.550
269.000,-0.625,-0.540
269.003,-0.625,-0.540
269.006,-0.615,-0.525
269.008,-0.610,-0.540
269.011,-0.610,-0.550
269.014,-0.620,-0.555
269.017,-0.620,-0.565
269.019,-0.625,-0.580
269.022,-0.630,-0.590
269.025,-0.640,-0.605
269.028,-0.650,-0.585
269.031,-0.645,-0.585
269.033,-0.625,-0.575
269.036,-0.620,-0.585
269.039,-0.615,-0.580
269.042,-0.610,-0.580
269.044,-0.625,-0.600
269.047,-0.630,-0.615
269.050,-0.645,-0.620
269.053,-0.655,-0.625
269.056,-0.660,-0.635
269.058,-0.670,-0.615
269.061,-0.660,-0.605
269.064,-0.655,-0.595
269.067,-0.640,-0.595
269.069,-0.625,-0.575
269.072,-0.620,-0.565
269.075,-0.620,-0.575
269.078,-0.615,-0.595
269.081,-0.615,-0.595
269.083,-0.640,-0.610
269.086,-0.645,-0.605
269.089,-0.645,-0.600
269.092,-0.660,-0.620
269.094,-0.660,-0.615
269.097,-0.665,-0.620
269.100,-0.650,-0.590
269.103,-0.635,-0.575
269.106,-0.620,-0.580
269.108,-0.615,-0.570
269.111,-0.610,-0.590
269.114,-0.625,-0.600
269.117,-0.615,-0.605
269.119,-0.630,-0.620
269.122,-0.645,-0.625
269.125,-0.660,-0.610
269.128,-0.655,-0.620
269.131,-0.650,-0.595
269.133,-0.635,-0.595
269.136,-0.640,-0.590
269.139,-0.640,-0.585
269.142,-0.620,-0.580
269.144,-0.640,-0.585
269.147,-0.635,-0.595
269.150,-0.665,-0.600
269.153,-0.670,-0.620
269.156,-0.700,-0.615
269.158,-0.695,-0.600
269.161,-0.700,-0.600
269.164,-0.690,-0.585
269.167,-0.690,-0.575
269.169,-0.665,-0.575
269.172,-0.655,-0.555
269.175,-0.660,-0.570
269.178,-0.670,-0.575
269.181,-0.665,-0.590
269.183,-0.685,-0.600
269.186,-0.695,-0.620
269.189,-0.710,-0.610
269.192,-0.715,-0.610
269.194,-0.725,-0.610
269.197,-0.725,-0.610
269.200,-0.715,-0.610
269.203,-0.720,-0.595
269.206,-0.710,-0.585
269.208,-0.685,-0.585
269.211,-0.705,-0.595
269.214,-0.690,-0.615
269.217,-0.695,-0.625
269.219,-0.700,-0.630
269.222,-0.720,-0.655
269.225,-0.725,-0.640
269.228,-0.730,-0.655
269.231,-0.730,-0.625
269.233,-0.720,-0.625
269.236,-0.715,-0.605
269.239,-0.710,-0.610
269.242,-0.715,-0.610
269.244,-0.725,-0.620
269.247,-0.730,-0.630
269.250,-0.740,-0.650
269.253,-0.750,-0.665
269.256,-0.745,-0.635
269.258,-0.760,-0.665
269.261,-0.775,-0.665
269.264,-0.740,-0.635
269.267,-0.750,-0.620
269.269,-0.710,-0.625
269.272,-0.720,-0.610
269.275,-0.705,-0.635
269.278,-0.710,-0.625
269.281,-0.710,-0.645
269.283,-0.695,-0.650
269.286,-0.725,-0.660
269.289,-0.730,-0.665
269.292,-0.735,-0.655
269.294,-0.740,-0.660
269.297,-0.735,-0.645
269.300,-0.730,-0.645
269.303,-0.725,-0.630
269.306,-0.705,-0.630
269.308,-0.695,-0.640
269.311,-0.700,-0.640
269.314,-0.700,-0.650
269.317,-0.720,-0.660
269.319,-0.715,-0.660
269.322,-0.710,-0.660
269.325,-0.720,-0.665
269.328,-0.730,-0.665
269.331,-0.720,-0.655
269.333,-0.715,-0.640
269.336,-0.710,-0.640
269.339,-0.710,-0.620
269.342,-0.705,-0.630
269.344,-0.710,-0.625
269.347,-0.705,-0.635
269.350,-0.730,-0.645
269.353,-0.735,-0.650
269.356,-0.730,-0.650
269.358,-0.745,-0.655
269.361,-0.740,-0.645
269.364,-0.750,-0.625
269.367,-0.735,-0.625
269.369,-0.725,-0.615
269.372,-0.710,-0.605
269.375,-0.705,-0.610
269.378,-0.695,-0.630
269.381,-0.700,-0.610
269.383,-0.710,-0.645
269.386,-0.720,-0.640
269.389,-0.740,-0.625
269.392,-0.735,-0.645
269.394,-0.740,-0.640
269.397,-0.735,-0.620
269.400,-0.720,-0.635
269.403,-0.720,-0.615
269.406,-0.720,-0.615
269.408,-0.700,-0.615
269.411,-0.700,-0.620
269.414,-0.690,-0.635
269.417,-0.705,-0.635
269.419,-0.735,-0.640
269.422,-0.735,-0.660
269.425,-0.710,-0.655
269.428,-0.715,-0.640
269.431,-0.720,-0.640
269.433,-0.710,-0.630
269.436,-0.700,-0.615
269.439,-0.705,-0.600
269.442,-0.700,-0.595
269.444,-0.700,-0.625
269.447,-0.705,-0.610
269.450,-0.710,-0.640
269.453,-0.720,-0.645
269.456,-0.715,-0.645
269.458,-0.720,-0.650
269.461,-0.725,-0.650
269.464,-0.720,-0.635
269.467,-0.700,-0.630
269.469,-0.705,-0.620
269.472,-0.690,-0.605
269.475,-0.680,-0.615
269.478,-0.680,-0.620
269.481,-0.680,-0.625
269.483,-0.710,-0.635
269.486,-0.710,-0.655
269.489,-0.725,-0.640
269.492,-0.730,-0.655
269.494,-0.735,-0.650
269.497,-0.720,-0.635
269.500,-0.715,-0.625
269.503,-0.720,-0.625
269.506,-0.695,-0.610
269.508,-0.700,-0.590
269.511,-0.700,-0.630
269.514,-0.705,-0.620
269.517,-0.710,-0.630
269.519,-0.710,-0.650
269.522,-0.720,-0.625
269.525,-0.725,-0.635
269.528,-0.735,-0.625
269.531,-0.725,-0.620
269.533,-0.740,-0.600
269.536,-0.720,-0.600
269.539,-0.700,-0.575
269.542,-0.705,-0.585
269.544,-0.695,-0.600
269.547,-0.695,-0.590
269.550,-0.695,-0.595
269.553,-0.705,-0.595
269.556,-0.715,-0.610
269.558,-0.715,-0.605
269.561,-0.735,-0.590
269.564,-0.720,-0.590
269.567,-0.710,-0.585
269.569,-0.720,-0.580
269.572,-0.685,-0.570
269.575,-0.680,-0.565
269.578,-0.670,-0.575
269.581,-0.665,-0.590
269.583,-0.670,-0.585
269.586,-0.675,-0.605
269.589,-0.680,-0.590
269.592,-0.675,-0.605
269.594,-0.675,-0.590
269.597,-0.645,-0.610
269.600,-0.625,-0.585
269.603,-0.615,-0.580
269.606,-0.605,-0.575
269.608,-0.575,-0.550
269.611,-0.565,-0.545
269.614,-0.550,-0.540
269.617,-0.555,-0.535
269.619,-0.530,-0.545
269.622,-0.540,-0.515
269.625,-0.540,-0.515
269.628,-0.550,-0.510
269.631,-0.550,-0.490
269.633,-0.550,-0.445
269.636,-0.555,-0.445
269.639,-0.540,-0.425
269.642,-0.555,-0.420
269.644,-0.570,-0.435
269.647,-0.565,-0.450
269.650,-0.595,-0.465
269.653,-0.595,-0.480
269.656,-0.620,-0.480
269.658,-0.645,-0.490
269.661,-0.645,-0.500
269.664,-0.665,-0.495
269.667,-0.670,-0.495
269.669,-0.680,-0.505
269.672,-0.690,-0.520
269.675,-0.665,-0.540
269.678,-0.685,-0.545
269.681,-0.700,-0.560
269.683,-0.710,-0.590
269.686,-0.735,-0.610
269.689,-0.730,-0.625
269.692,-0.750,-0.630
269.694,-0.750,-0.630
269.697,-0.750,-0.620
269.700,-0.740,-0.605
269.703,-0.745,-0.600
269.706,-0.735,-0.600
269.708,-0.730,-0.620
269.711,-0.740,-0.635
269.714,-0.735,-0.635
269.717,-0.730,-0.650
269.719,-0.740,-0.645
269.722,-0.745,-0.645
269.725,-0.750,-0.640
269.728,-0.755,-0.635
269.731,-0.745,-0.615
269.733,-0.770,-0.610
269.736,-0.760,-0.610
269.739,-0.740,-0.590
269.742,-0.705,-0.605
269.744,-0.705,-0.605
269.747,-0.705,-0.615
269.750,-0.715,-0.605
269.753,-0.710,-0.635
269.756,-0.725,-0.620
269.758,-0.710,-0.615
269.761,-0.690,-0.630
269.764,-0.635,-0.600
269.767,-0.545,-0.545
269.769,-0.430,-0.450
269.772,-0.280,-0.265
269.775,-0.130,-0.065
269.778,0.025,0.170
269.781,0.155,0.435
269.783,0.170,0.675
269.786,0.100,0.880
269.789,-0.075,0.985
269.792,-0.310,0.945
269.794,-0.590,0.790
269.797,-0.880,0.505
269.800,-1.140,0.175
269.803,-1.350,-0.200
269.806,-1.465,-0.540
269.808,-1.485,-0.785
269.811,-1.420,-0.890
269.814,-1.300,-0.890
269.817,-1.195,-0.825
269.819,-1.095,-0.735
269.822,-1.000,-0.670
269.825,-0.950,-0.655
269.828,-0.875,-0.635
269.831,-0.805,-0.605
269.833,-0.745,-0.595
269.836,-0.690,-0.585
269.839,-0.665,-0.560
269.842,-0.645,-0.570
269.844,-0.645,-0.580
269.847,-0.650,-0.585
269.850,-0.665,-0.605
269.853,-0.660,-0.630
269.856,-0.670,-0.620
269.858,-0.675,-0.630
269.861,-0.670,-0.610
269.864,-0.655,-0.620
269.867,-0.635,-0.600
269.869,-0.625,-0.585
269.872,-0.615,-0.570
269.875,-0.615,-0.590
269.878,-0.620,-0.585
269.881,-0.625,-0.590
269.883,-0.630,-0.600
269.886,-0.630,-0.600
269.889,-0.625,-0.600
269.892,-0.615,-0.605
269.894,-0.615,-0.590
269.897,-0.595,-0.575
269.900,-0.585,-0.555
269.903,-0.570,-0.545
269.906,-0.575,-0.535
269.908,-0.555,-0.535
269.911,-0.560,-0.535
269.914,-0.560,-0.525
269.917,-0.565,-0.525
269.919,-0.570,-0.530
269.922,-0.575,-0.530
269.925,-0.580,-0.540
269.928,-0.605,-0.525
269.931,-0.585,-0.515
269.933,-0.570,-0.515
269.936,-0.575,-0.500
269.939,-0.545,-0.470
269.942,-0.530,-0.475
269.944,-0.535,-0.465
269.947,-0.515,-0.480
269.950,-0.530,-0.485
269.953,-0.535,-0.505
269.956,-0.540,-0.495
269.958,-0.540,-0.490
269.961,-0.540,-0.465
269.964,-0.535,-0.460
269.967,-0.520,-0.450
269.969,-0.510,-0.435
269.972,-0.495,-0.430
269.975,-0.500,-0.435
269.978,-0.495,-0.415
269.981,-0.490,-0.430
269.983,-0.485,-0.430
269.986,-0.475,-0.430
269.989,-0.480,-0.430
269.992,-0.475,-0.425
269.994,-0.475,-0.395
269.997,-0.460,-0.385
270.000,-0.445,-0.350
270.003,-0.420,-0.345
270.006,-0.410,-0.325
270.008,-0.390,-0.330
270.011,-0.375,-0.315
270.014,-0.365,-0.305
270.017,-0.370,-0.305
270.019,-0.355,-0.315
270.022,-0.335,-0.305
270.025,-0.330,-0.290
270.028,-0.315,-0.260
270.031,-0.295,-0.245
270.033,-0.260,-0.230
270.036,-0.235,-0.200
270.039,-0.220,-0.190
270.042,-0.190,-0.190
270.044,-0.190,-0.165
270.047,-0.155,-0.155
270.050,-0.160,-0.155
270.053,-0.140,-0.125
270.056,-0.130,-0.125
270.058,-0.130,-0.120
270.061,-0.120,-0.090
270.064,-0.115,-0.075
270.067,-0.085,-0.060
270.069,-0.065,-0.045
270.072,-0.070,-0.025
270.075,-0.035,-0.005
270.078,-0.025,-0.020
270.081,-0.025,0.000
270.083,-0.015,-0.010
270.086,-0.035,-0.015
270.089,-0.040,0.010
270.092,-0.055,0.005
270.094,-0.050,0.010
270.097,-0.025,0.015
270.100,-0.025,0.040
270.103,-0.020,0.035
270.106,-0.020,0.030
270.108,-0.015,0.020
270.111,-0.055,0.030
270.114,-0.075,-0.015
270.117,-0.090,-0.050
270.119,-0.115,-0.075
270.122,-0.160,-0.095
270.125,-0.200,-0.135
270.128,-0.215,-0.150
270.131,-0.245,-0.175
270.133,-0.265,-0.195
270.136,-0.290,-0.205
270.139,-0.305,-0.225
270.142,-0.320,-0.260
270.144,-0.360,-0.300
270.147,-0.375,-0.330
270.150,-0.410,-0.370
270.153,-0.455,-0.410
270.156,-0.475,-0.430
270.158,-0.510,-0.440
270.161,-0.525,-0.470
270.164,-0.545,-0.475
270.167,-0.570,-0.495
270.169,-0.580,-0.495
270.172,-0.590,-0.520
270.175,-0.600,-0.490
270.178,-0.600,-0.535
270.181,-0.600,-0.535
270.183,-0.615,-0.560
270.186,-0.640,-0.580
270.189,-0.650,-0.585
270.192,-0.650,-0.590
270.194,-0.660,-0.580
270.197,-0.650,-0.580
270.200,-0.645,-0.555
270.203,-0.640,-0.570
270.206,-0.630,-0.565
270.208,-0.625,-0.565
270.211,-0.630,-0.575
270.214,-0.630,-0.580
270.217,-0.640,-0.590
270.219,-0.650,-0.590
270.222,-0.660,-0.610
270.225,-0.655,-0.605
270.228,-0.670,-0.610
270.231,-0.660,-0.600
270.233,-0.660,-0.585
270.236,-0.635,-0.585
270.239,-0.625,-0.575
270.242,-0.625,-0.565
270.244,-0.620,-0.590
270.247,-0.625,-0.595
270.250,-0.645,-0.610
270.253,-0.650,-0.605
270.256,-0.640,-0.600
270.258,-0.650,-0.605
270.261,-0.645,-0.605
270.264,-0.660,-0.595
270.267,-0.650,-0.585
270.269,-0.630,-0.585
270.272,-0.625,-0.570
270.275,-0.620,-0.570
270.278,-0.610,-0.585
270.281,-0.615,-0.575
270.283,-0.625,-0.580
270.286,-0.620,-0.575
270.289,-0.635,-0.585
270.292,-0.650,-0.575
270.294,-0.635,-0.580
270.297,-0.650,-0.580
270.300,-0.660,-0.565
270.303,-0.670,-0.545
270.306,-0.660,-0.540
270.308,-0.635,-0.555
270.311,-0.640,-0.545
270.314,-0.640,-0.550
270.317,-0.645,-0.565
270.319,-0.645,-0.575
270.322,-0.660,-0.580
270.325,-0.670,-0.575
270.328,-0.665,-0.590
270.331,-0.690,-0.580
270.333,-0.675,-0.575
270.336,-0.685,-0.560
270.339,-0.665,-0.570
270.342,-0.655,-0.565
270.344,-0.660,-0.580
270.347,-0.660,-0.600
270.350,-0.670,-0.590
270.353,-0.685,-0.620
270.356,-0.705,-0.620
270.358,-0.715,-0.610
270.361,-0.715,-0.630
270.364,-0.725,-0.605
270.367,-0.720,-0.590
270.369,-0.695,-0.600
270.372,-0.690,-0.590
270.375,-0.680,-0.585
270.378,-0.715,-0.595
270.381,-0.700,-0.605
270.383,-0.710,-0.620
270.386,-0.710,-0.620
270.389,-0.725,-0.640
270.392,-0.730,-0.630
270.394,-0.735,-0.630
270.397,-0.730,-0.620
270.400,-0.720,-0.620
270.403,-0.725,-0.610
270.406,-0.720,-0.590
270.408,-0.720,-0.605
270.411,-0.715,-0.610
270.414,-0.705,-0.620
270.417,-0.715,-0.630
270.419,-0.730,-0.640
270.422,-0.740,-0.630
270.425,-0.750,-0.650
270.428,-0.740,-0.650
270.431,-0.745,-0.615
270.433,-0.735,-0.610
270.436,-0.725,-0.620
270.439,-0.705,-0.595
270.442,-0.700,-0.620
270.444,-0.700,-0.630
270.447,-0.705,-0.630
270.450,-0.730,-0.640
270.453,-0.730,-0.640
270.456,-0.740,-0.650
270.458,-0.765,-0.655
270.461,-0.765,-0.645
270.464,-0.775,-0.625
270.467,-0.750,-0.625
270.469,-0.750,-0.620
270.472,-0.725,-0.585
270.475,-0.710,-0.605
270.478,-0.715,-0.585
270.481,-0.715,-0.600
270.483,-0.715,-0.600
270.486,-0.730,-0.610
270.489,-0.720,-0.615
270.492,-0.750,-0.615
270.494,-0.760,-0.615
270.497,-0.745,-0.610
270.500,-0.755,-0.605
270.503,-0.745,-0.585
270.506,-0.735,-0.590
270.508,-0.745,-0.585
270.511,-0.740,-0.600
270.514,-0.740,-0.600
270.517,-0.735,-0.600
270.519,-0.740,-0.625
270.522,-0.745,-0.610
270.525,-0.750,-0.625
270.528,-0.755,-0.600
270.531,-0.755,-0.610
270.533,-0.740,-0.595
270.536,-0.745,-0.595
270.539,-0.720,-0.585
270.542,-0.715,-0.595
270.544,-0.720,-0.600
270.547,-0.735,-0.600
270.550,-0.755,-0.610
270.553,-0.745,-0.620
270.556,-0.750,-0.630
270.558,-0.770,-0.620
270.561,-0.775,-0.610
270.564,-0.760,-0.610
270.567,-0.740,-0.605
270.569,-0.740,-0.595
270.572,-0.715,-0.585
270.575,-0.715,-0.595
270.578,-0.725,-0.610
270.581,-0.730,-0.605
270.583,-0.750,-0.610
270.586,-0.750,-0.625
270.589,-0.760,-0.635
270.592,-0.760,-0.635
270.594,-0.770,-0.615
270.597,-0.770,-0.620
270.600,-0.745,-0.600
270.603,-0.745,-0.580
270.606,-0.740,-0.580
270.608,-0.735,-0.590
270.611,-0.720,-0.590
270.614,-0.730,-0.585
270.617,-0.735,-0.595
270.619,-0.740,-0.625
270.622,-0.745,-0.630
270.625,-0.740,-0.625
270.628,-0.755,-0.610
270.631,-0.750,-0.605
270.633,-0.760,-0.595
270.636,-0.750,-0.585
270.639,-0.750,-0.580
270.642,-0.730,-0.575
270.644,-0.730,-0.585
270.647,-0.740,-0.590
270.650,-0.745,-0.590
270.653,-0.760,-0.590
270.656,-0.770,-0.605
270.658,-0.780,-0.605
270.661,-0.770,-0.585
270.664,-0.755,-0.575
270.667,-0.755,-0.570
270.669,-0.730,-0.550
270.672,-0.730,-0.550
270.675,-0.725,-0.560
270.678,-0.725,-0.565
270.681,-0.725,-0.575
270.683,-0.740,-0.560
270.686,-0.755,-0.575
270.689,-0.755,-0.570
270.692,-0.745,-0.590
270.694,-0.755,-0.575
270.697,-0.745,-0.555
270.700,-0.740,-0.555
270.703,-0.735,-0.550
270.706,-0.715,-0.550
270.708,-0.740,-0.555
270.711,-0.725,-0.560
270.714,-0.735,-0.555
270.717,-0.740,-0.575
270.719,-0.755,-0.575
270.722,-0.745,-0.585
270.725,-0.745,-0.595
270.728,-0.735,-0.575
270.731,-0.750,-0.560
270.733,-0.740,-0.565
270.736,-0.740,-0.565
270.739,-0.715,-0.550
270.742,-0.720,-0.555
270.744,-0.715,-0.545
270.747,-0.720,-0.570
270.750,-0.730,-0.585
270.753,-0.725,-0.580
270.756,-0.755,-0.590
270.758,-0.755,-0.585
270.761,-0.735,-0.565
270.764,-0.715,-0.580
